metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
bertscore,humanlikeness,Humanlikeness,3,130,9,490,133,12,632,1.25062656641604,0.110486696274286,0.739590717988216,0.8139057901326395,False
bartscore,humanlikeness,Humanlikeness,0,34,12,586,34,12,632,0.0,1.3402930924008831,0.2469822873983688,0.740781719303381,False
questeval,humanlikeness,Humanlikeness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
ndcg,humanlikeness,Humanlikeness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
recall,humanlikeness,Humanlikeness,1,56,11,564,57,12,632,0.9170653907496013,0.0071714418052118,0.9325123256252256,0.9485901243429018,False
f1,humanlikeness,Humanlikeness,1,92,11,528,93,12,632,0.5268817204301076,0.4578604441808132,0.498625598583001,0.740781719303381,False
win rate,humanlikeness,Humanlikeness,1,21,11,599,22,12,632,2.520661157024793,0.6275190745003583,0.4282667965868227,0.740781719303381,False
precision,humanlikeness,Humanlikeness,1,35,11,585,36,12,632,1.505050505050505,0.1399646945439704,0.7083161132086984,0.7917580190842086,False
spearman correlation,humanlikeness,Humanlikeness,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
pearson correlation,humanlikeness,Humanlikeness,0,15,12,605,15,12,632,0.0,0.5821001511671188,0.4454903041462347,0.740781719303381,False
bleurt,humanlikeness,Humanlikeness,0,32,12,588,32,12,632,0.0,1.2593459025070914,0.2617749386320229,0.740781719303381,False
qafacteval,humanlikeness,Humanlikeness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
cider,humanlikeness,Humanlikeness,0,16,12,604,16,12,632,0.0,0.6214134650576334,0.4305225180518499,0.740781719303381,False
mrr,humanlikeness,Humanlikeness,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
distinct,humanlikeness,Humanlikeness,2,14,10,606,16,12,632,7.700000000000001,4.599622580573264,0.0319789954534193,0.3420443431830639,False
attack success rate asr,humanlikeness,Humanlikeness,0,14,12,606,14,12,632,0.0,0.5428511314010157,0.4612535212094134,0.740781719303381,False
perplexity,humanlikeness,Humanlikeness,0,29,12,591,29,12,632,0.0,1.1384347541199504,0.2859833149324621,0.740781719303381,False
alignscore,humanlikeness,Humanlikeness,0,11,12,609,11,12,632,0.0,0.4254877423716362,0.5142113915302742,0.740781719303381,False
chair,humanlikeness,Humanlikeness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
chrf,humanlikeness,Humanlikeness,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
comet,humanlikeness,Humanlikeness,0,27,12,593,27,12,632,0.0,1.0581644270819124,0.3036342101842935,0.740781719303381,False
cosine similarity,humanlikeness,Humanlikeness,1,12,11,608,13,12,632,4.328671328671328,1.3873830279907864,0.2388475411179621,0.740781719303381,False
auroc,humanlikeness,Humanlikeness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
rouge,wellorderedness,Wellorderedness,1,164,7,460,165,8,632,0.4043290043290043,0.90323749736387,0.3419150998907115,0.740781719303381,False
bleu,wellorderedness,Wellorderedness,2,147,6,477,149,8,632,1.080536912751678,0.0089983829751262,0.9244261819092312,0.9445673110122814,False
accuracy,wellorderedness,Wellorderedness,1,126,7,498,127,8,632,0.5680539932508436,0.325395636210317,0.5683829657749147,0.740781719303381,False
exact match,wellorderedness,Wellorderedness,1,36,7,588,37,8,632,2.297297297297298,0.5004680591322235,0.4792945332455708,0.740781719303381,False
moverscore,wellorderedness,Wellorderedness,0,19,8,605,19,8,632,0.0,0.4915572361049827,0.4832334782660424,0.740781719303381,False
meteor,wellorderedness,Wellorderedness,1,59,7,565,60,8,632,1.361904761904762,0.0783528676913205,0.7795420876792453,0.8446578663301775,False
unieval,wellorderedness,Wellorderedness,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
g eval,wellorderedness,Wellorderedness,0,23,8,601,23,8,632,0.0,0.5969957172469001,0.4397265973027373,0.740781719303381,False
bertscore,wellorderedness,Wellorderedness,0,133,8,491,133,8,632,0.0,3.80778441078556,0.0510148892571914,0.4507547461420443,False
bartscore,wellorderedness,Wellorderedness,0,34,8,590,34,8,632,0.0,0.8905862933493787,0.3453184774316126,0.740781719303381,False
questeval,wellorderedness,Wellorderedness,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
ndcg,wellorderedness,Wellorderedness,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
recall,wellorderedness,Wellorderedness,0,57,8,567,57,8,632,0.0,1.522437986899809,0.2172509256475517,0.740781719303381,False
f1,wellorderedness,Wellorderedness,2,91,6,533,93,8,632,1.931899641577061,0.5865493431335571,0.4437565770110229,0.740781719303381,False
win rate,wellorderedness,Wellorderedness,0,22,8,602,22,8,632,0.0,0.5705708842272623,0.4500321513542903,0.740781719303381,False
precision,wellorderedness,Wellorderedness,0,36,8,588,36,8,632,0.0,0.94455006347043,0.3311104223685344,0.740781719303381,False
spearman correlation,wellorderedness,Wellorderedness,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
pearson correlation,wellorderedness,Wellorderedness,0,15,8,609,15,8,632,0.0,0.3868090479881258,0.5339814886389167,0.740781719303381,False
bleurt,wellorderedness,Wellorderedness,0,32,8,592,32,8,632,0.0,0.8368039198691952,0.3603124540576161,0.740781719303381,False
qafacteval,wellorderedness,Wellorderedness,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
cider,wellorderedness,Wellorderedness,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
mrr,wellorderedness,Wellorderedness,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
distinct,wellorderedness,Wellorderedness,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
attack success rate asr,wellorderedness,Wellorderedness,0,14,8,610,14,8,632,0.0,0.3607288030517119,0.5481017553228509,0.740781719303381,False
perplexity,wellorderedness,Wellorderedness,0,29,8,595,29,8,632,0.0,0.7564678228957934,0.3844361738750143,0.740781719303381,False
alignscore,wellorderedness,Wellorderedness,0,11,8,613,11,8,632,0.0,0.2827421729966932,0.5949095064239955,0.7493729251029531,False
chair,wellorderedness,Wellorderedness,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
chrf,wellorderedness,Wellorderedness,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
comet,wellorderedness,Wellorderedness,0,27,8,597,27,8,632,0.0,0.7031336500309078,0.401732741529014,0.740781719303381,False
cosine similarity,wellorderedness,Wellorderedness,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
auroc,wellorderedness,Wellorderedness,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
rouge,non-ai likeness,Non-AI Likeness,2,163,3,464,165,5,632,1.8868686868686868,0.4610124568803844,0.4971511799108865,0.740781719303381,False
bleu,non-ai likeness,Non-AI Likeness,4,145,1,482,149,5,632,12.966442953020133,7.164032659176576,0.0074379790408883,0.1448738964949285,False
accuracy,non-ai likeness,Non-AI Likeness,1,126,4,501,127,5,632,0.9940944881889764,2.8322774776842405e-05,0.995753746568493,0.9973897056263822,False
exact match,non-ai likeness,Non-AI Likeness,0,37,5,590,37,5,632,0.0,0.6057531903686316,0.4363913044969553,0.740781719303381,False
moverscore,non-ai likeness,Non-AI Likeness,0,19,5,608,19,5,632,0.0,0.3064772610091644,0.5798499669499663,0.7452885379841802,False
meteor,non-ai likeness,Non-AI Likeness,0,60,5,567,60,5,632,0.0,1.001676536727241,0.3169051748342321,0.740781719303381,False
unieval,non-ai likeness,Non-AI Likeness,0,21,5,606,21,5,632,0.0,0.3392912562648257,0.5602386081634817,0.740781719303381,False
g eval,non-ai likeness,Non-AI Likeness,0,23,5,604,23,5,632,0.0,0.3722132825471127,0.5418003044105368,0.740781719303381,False
bertscore,non-ai likeness,Non-AI Likeness,1,132,4,495,133,5,632,0.93796992481203,0.0033488513665081,0.9538527682577186,0.9651883075388716,False
bartscore,non-ai likeness,Non-AI Likeness,0,34,5,593,34,5,632,0.0,0.5552477342921056,0.4561813651347119,0.740781719303381,False
questeval,non-ai likeness,Non-AI Likeness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
ndcg,non-ai likeness,Non-AI Likeness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
recall,non-ai likeness,Non-AI Likeness,0,57,5,570,57,5,632,0.0,0.9491366755914824,0.3299391464926426,0.740781719303381,False
f1,non-ai likeness,Non-AI Likeness,0,93,5,534,93,5,632,0.0,1.598602817534329,0.2061013242794707,0.740781719303381,False
win rate,non-ai likeness,Non-AI Likeness,0,22,5,605,22,5,632,0.0,0.3557387210878638,0.5508824185266696,0.740781719303381,False
precision,non-ai likeness,Non-AI Likeness,0,36,5,591,36,5,632,0.0,0.5888896800562659,0.4428487940023776,0.740781719303381,False
spearman correlation,non-ai likeness,Non-AI Likeness,2,19,3,608,21,5,632,19.396825396825395,7.262026764963217,0.0070427765708756,0.1415520697596882,False
pearson correlation,non-ai likeness,Non-AI Likeness,0,15,5,612,15,5,632,0.0,0.241170543783768,0.6233619617801589,0.7539882696414163,False
bleurt,non-ai likeness,Non-AI Likeness,0,32,5,595,32,5,632,0.0,0.5217185878690392,0.4701095006571393,0.740781719303381,False
qafacteval,non-ai likeness,Non-AI Likeness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
cider,non-ai likeness,Non-AI Likeness,0,16,5,611,16,5,632,0.0,0.2574572823383768,0.6118724420728849,0.7501053574024433,False
mrr,non-ai likeness,Non-AI Likeness,0,13,5,614,13,5,632,0.0,0.2086764291060849,0.6478067889615741,0.7608548217795242,False
distinct,non-ai likeness,Non-AI Likeness,1,15,4,612,16,5,632,9.625,2.603929655747488,0.1065991060416526,0.6131803250382504,False
attack success rate asr,non-ai likeness,Non-AI Likeness,0,14,5,613,14,5,632,0.0,0.2249102880345627,0.6353237276938251,0.7539882696414163,False
perplexity,non-ai likeness,Non-AI Likeness,0,29,5,598,29,5,632,0.0,0.4716347199151113,0.4922360807210754,0.740781719303381,False
alignscore,non-ai likeness,Non-AI Likeness,0,11,5,616,11,5,632,0.0,0.176287559860989,0.6745832581898776,0.7745215186624521,False
chair,non-ai likeness,Non-AI Likeness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
chrf,non-ai likeness,Non-AI Likeness,0,13,5,614,13,5,632,0.0,0.2086764291060849,0.6478067889615741,0.7608548217795242,False
comet,non-ai likeness,Non-AI Likeness,0,27,5,600,27,5,632,0.0,0.4383842900028226,0.5079033223832954,0.740781719303381,False
cosine similarity,non-ai likeness,Non-AI Likeness,1,12,4,615,13,5,632,11.903846153846152,2.9953461319623154,0.0835040664334082,0.5604546200958308,False
auroc,non-ai likeness,Non-AI Likeness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
rouge,effect on user behaviour,User-Behaviour Effect,4,161,4,463,165,8,632,2.83030303030303,2.104104146531065,0.1469043573151728,0.6871817635024327,False
bleu,effect on user behaviour,User-Behaviour Effect,4,145,4,479,149,8,632,3.241610738255033,2.6600506091143705,0.1028974605126985,0.6131803250382504,False
accuracy,effect on user behaviour,User-Behaviour Effect,0,127,8,497,127,8,632,0.0,3.61500684851762,0.0572604859891866,0.4668166391393362,False
exact match,effect on user behaviour,User-Behaviour Effect,0,37,8,587,37,8,632,0.0,0.9716003554680024,0.3242813789508709,0.740781719303381,False
moverscore,effect on user behaviour,User-Behaviour Effect,0,19,8,605,19,8,632,0.0,0.4915572361049827,0.4832334782660424,0.740781719303381,False
meteor,effect on user behaviour,User-Behaviour Effect,1,59,7,565,60,8,632,1.361904761904762,0.0783528676913205,0.7795420876792453,0.8446578663301775,False
unieval,effect on user behaviour,User-Behaviour Effect,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
g eval,effect on user behaviour,User-Behaviour Effect,0,23,8,601,23,8,632,0.0,0.5969957172469001,0.4397265973027373,0.740781719303381,False
bertscore,effect on user behaviour,User-Behaviour Effect,2,131,6,493,133,8,632,1.25062656641604,0.0731647804731377,0.7867833939302525,0.8477889946254791,False
bartscore,effect on user behaviour,User-Behaviour Effect,0,34,8,590,34,8,632,0.0,0.8905862933493787,0.3453184774316126,0.740781719303381,False
questeval,effect on user behaviour,User-Behaviour Effect,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
ndcg,effect on user behaviour,User-Behaviour Effect,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
recall,effect on user behaviour,User-Behaviour Effect,0,57,8,567,57,8,632,0.0,1.522437986899809,0.2172509256475517,0.740781719303381,False
f1,effect on user behaviour,User-Behaviour Effect,0,93,8,531,93,8,632,0.0,2.5644155956220924,0.1092929392905793,0.6131803250382504,False
win rate,effect on user behaviour,User-Behaviour Effect,1,21,7,603,22,8,632,3.961038961038961,1.2084978419073122,0.2716298246346732,0.740781719303381,False
precision,effect on user behaviour,User-Behaviour Effect,0,36,8,588,36,8,632,0.0,0.94455006347043,0.3311104223685344,0.740781719303381,False
spearman correlation,effect on user behaviour,User-Behaviour Effect,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
pearson correlation,effect on user behaviour,User-Behaviour Effect,0,15,8,609,15,8,632,0.0,0.3868090479881258,0.5339814886389167,0.740781719303381,False
bleurt,effect on user behaviour,User-Behaviour Effect,0,32,8,592,32,8,632,0.0,0.8368039198691952,0.3603124540576161,0.740781719303381,False
qafacteval,effect on user behaviour,User-Behaviour Effect,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
cider,effect on user behaviour,User-Behaviour Effect,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
mrr,effect on user behaviour,User-Behaviour Effect,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
distinct,effect on user behaviour,User-Behaviour Effect,1,15,7,609,16,8,632,5.5,1.725269815230498,0.189016114880098,0.740781719303381,False
attack success rate asr,effect on user behaviour,User-Behaviour Effect,0,14,8,610,14,8,632,0.0,0.3607288030517119,0.5481017553228509,0.740781719303381,False
perplexity,effect on user behaviour,User-Behaviour Effect,0,29,8,595,29,8,632,0.0,0.7564678228957934,0.3844361738750143,0.740781719303381,False
alignscore,effect on user behaviour,User-Behaviour Effect,0,11,8,613,11,8,632,0.0,0.2827421729966932,0.5949095064239955,0.7493729251029531,False
chair,effect on user behaviour,User-Behaviour Effect,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
chrf,effect on user behaviour,User-Behaviour Effect,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
comet,effect on user behaviour,User-Behaviour Effect,0,27,8,597,27,8,632,0.0,0.7031336500309078,0.401732741529014,0.740781719303381,False
cosine similarity,effect on user behaviour,User-Behaviour Effect,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
auroc,effect on user behaviour,User-Behaviour Effect,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
rouge,appropriateness (content/meaning),Appropriateness (content),2,163,4,463,165,6,632,1.415151515151515,0.1556440616822269,0.6931990059747326,0.7821474287031376,False
bleu,appropriateness (content/meaning),Appropriateness (content),3,146,3,480,149,6,632,3.2416107382550337,1.9874701021465109,0.1586056539648676,0.7109267813487051,False
accuracy,appropriateness (content/meaning),Appropriateness (content),1,126,5,500,127,6,632,0.7952755905511811,0.0464005232773011,0.8294493838390032,0.8779299323157043,False
exact match,appropriateness (content/meaning),Appropriateness (content),0,37,6,589,37,6,632,0.0,0.7275013265740076,0.3936943067015122,0.740781719303381,False
moverscore,appropriateness (content/meaning),Appropriateness (content),0,19,6,607,19,6,632,0.0,0.3680704727401177,0.5440579088970432,0.740781719303381,False
meteor,appropriateness (content/meaning),Appropriateness (content),2,58,4,568,60,6,632,4.766666666666667,2.6163268502383104,0.1057690222341538,0.6131803250382504,False
unieval,appropriateness (content/meaning),Appropriateness (content),1,20,5,606,21,6,632,5.819047619047618,1.7722026440043404,0.1831097192573829,0.740781719303381,False
g eval,appropriateness (content/meaning),Appropriateness (content),1,22,5,604,23,6,632,5.295652173913043,1.6189101275356497,0.203243821714563,0.740781719303381,False
bertscore,appropriateness (content/meaning),Appropriateness (content),2,131,4,495,133,6,632,1.87593984962406,0.4914915194696916,0.4832627251560603,0.740781719303381,False
bartscore,appropriateness (content/meaning),Appropriateness (content),1,33,5,593,34,6,632,3.5176470588235293,1.0057939471443555,0.3159125920055025,0.740781719303381,False
questeval,appropriateness (content/meaning),Appropriateness (content),0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
ndcg,appropriateness (content/meaning),Appropriateness (content),0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
recall,appropriateness (content/meaning),Appropriateness (content),0,57,6,569,57,6,632,0.0,1.139916703115888,0.2856699292544672,0.740781719303381,False
f1,appropriateness (content/meaning),Appropriateness (content),0,93,6,533,93,6,632,0.0,1.9199823051957712,0.1658586110202176,0.7240544380980183,False
win rate,appropriateness (content/meaning),Appropriateness (content),0,22,6,604,22,6,632,0.0,0.4272329453854844,0.5133498326727222,0.740781719303381,False
precision,appropriateness (content/meaning),Appropriateness (content),0,36,6,590,36,6,632,0.0,0.7072479841304238,0.4003589310893629,0.740781719303381,False
spearman correlation,appropriateness (content/meaning),Appropriateness (content),0,21,6,605,21,6,632,0.0,0.4074796939331355,0.5232514929332894,0.740781719303381,False
pearson correlation,appropriateness (content/meaning),Appropriateness (content),0,15,6,611,15,6,632,0.0,0.2896381927453796,0.5904524781752398,0.7472265214368077,False
bleurt,appropriateness (content/meaning),Appropriateness (content),0,32,6,594,32,6,632,0.0,0.6265747277509348,0.4286145169189581,0.740781719303381,False
qafacteval,appropriateness (content/meaning),Appropriateness (content),0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
cider,appropriateness (content/meaning),Appropriateness (content),0,16,6,610,16,6,632,0.0,0.3091982551835671,0.5781725851532722,0.7441785068580822,False
mrr,appropriateness (content/meaning),Appropriateness (content),0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
distinct,appropriateness (content/meaning),Appropriateness (content),0,16,6,610,16,6,632,0.0,0.3091982551835671,0.5781725851532722,0.7441785068580822,False
attack success rate asr,appropriateness (content/meaning),Appropriateness (content),0,14,6,612,14,6,632,0.0,0.2701099616857291,0.6032580186164481,0.7501053574024433,False
perplexity,appropriateness (content/meaning),Appropriateness (content),1,28,5,598,29,6,632,4.158620689655172,1.245491980474821,0.2644152344585901,0.740781719303381,False
alignscore,appropriateness (content/meaning),Appropriateness (content),0,11,6,615,11,6,632,0.0,0.2117152249406753,0.6454263372541353,0.7606216306944675,False
chair,appropriateness (content/meaning),Appropriateness (content),0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
chrf,appropriateness (content/meaning),Appropriateness (content),0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
comet,appropriateness (content/meaning),Appropriateness (content),0,27,6,599,27,6,632,0.0,0.5264899092946609,0.4680863243556706,0.740781719303381,False
cosine similarity,appropriateness (content/meaning),Appropriateness (content),0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
auroc,appropriateness (content/meaning),Appropriateness (content),0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
rouge,similarity to target outputs (outputs as a whole),Target Similarity,2,163,4,463,165,6,632,1.415151515151515,0.1556440616822269,0.6931990059747326,0.7821474287031376,False
bleu,similarity to target outputs (outputs as a whole),Target Similarity,2,147,4,479,149,6,632,1.6208053691275166,0.295625797239913,0.5866377377641707,0.7472265214368077,False
accuracy,similarity to target outputs (outputs as a whole),Target Similarity,3,124,3,502,127,6,632,3.9763779527559056,2.6885783295347183,0.101069954269019,0.6102152194048444,False
exact match,similarity to target outputs (outputs as a whole),Target Similarity,1,36,5,590,37,6,632,3.2162162162162167,0.8847540534993446,0.3469028801742934,0.740781719303381,False
moverscore,similarity to target outputs (outputs as a whole),Target Similarity,0,19,6,607,19,6,632,0.0,0.3680704727401177,0.5440579088970432,0.740781719303381,False
meteor,similarity to target outputs (outputs as a whole),Target Similarity,0,60,6,566,60,6,632,0.0,1.2030199718187322,0.2727189176582183,0.740781719303381,False
unieval,similarity to target outputs (outputs as a whole),Target Similarity,0,21,6,605,21,6,632,0.0,0.4074796939331355,0.5232514929332894,0.740781719303381,False
g eval,similarity to target outputs (outputs as a whole),Target Similarity,0,23,6,603,23,6,632,0.0,0.4470187666356336,0.5037541050616319,0.740781719303381,False
bertscore,similarity to target outputs (outputs as a whole),Target Similarity,4,129,2,497,133,6,632,7.503759398496241,5.847694163125048,0.015597475295377,0.2300627606068121,False
bartscore,similarity to target outputs (outputs as a whole),Target Similarity,0,34,6,592,34,6,632,0.0,0.6668435620116278,0.4141542542056527,0.740781719303381,False
questeval,similarity to target outputs (outputs as a whole),Target Similarity,0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
ndcg,similarity to target outputs (outputs as a whole),Target Similarity,0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
recall,similarity to target outputs (outputs as a whole),Target Similarity,0,57,6,569,57,6,632,0.0,1.139916703115888,0.2856699292544672,0.740781719303381,False
f1,similarity to target outputs (outputs as a whole),Target Similarity,1,92,5,534,93,6,632,1.1591397849462366,0.0177580980157536,0.89398814528245,0.924041973493134,False
win rate,similarity to target outputs (outputs as a whole),Target Similarity,0,22,6,604,22,6,632,0.0,0.4272329453854844,0.5133498326727222,0.740781719303381,False
precision,similarity to target outputs (outputs as a whole),Target Similarity,0,36,6,590,36,6,632,0.0,0.7072479841304238,0.4003589310893629,0.740781719303381,False
spearman correlation,similarity to target outputs (outputs as a whole),Target Similarity,0,21,6,605,21,6,632,0.0,0.4074796939331355,0.5232514929332894,0.740781719303381,False
pearson correlation,similarity to target outputs (outputs as a whole),Target Similarity,0,15,6,611,15,6,632,0.0,0.2896381927453796,0.5904524781752398,0.7472265214368077,False
bleurt,similarity to target outputs (outputs as a whole),Target Similarity,0,32,6,594,32,6,632,0.0,0.6265747277509348,0.4286145169189581,0.740781719303381,False
qafacteval,similarity to target outputs (outputs as a whole),Target Similarity,0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
cider,similarity to target outputs (outputs as a whole),Target Similarity,0,16,6,610,16,6,632,0.0,0.3091982551835671,0.5781725851532722,0.7441785068580822,False
mrr,similarity to target outputs (outputs as a whole),Target Similarity,0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
distinct,similarity to target outputs (outputs as a whole),Target Similarity,1,15,5,611,16,6,632,7.700000000000001,2.2496870336952126,0.1336414286875686,0.6606220893771971,False
attack success rate asr,similarity to target outputs (outputs as a whole),Target Similarity,0,14,6,612,14,6,632,0.0,0.2701099616857291,0.6032580186164481,0.7501053574024433,False
perplexity,similarity to target outputs (outputs as a whole),Target Similarity,1,28,5,598,29,6,632,4.158620689655172,1.245491980474821,0.2644152344585901,0.740781719303381,False
alignscore,similarity to target outputs (outputs as a whole),Target Similarity,0,11,6,615,11,6,632,0.0,0.2117152249406753,0.6454263372541353,0.7606216306944675,False
chair,similarity to target outputs (outputs as a whole),Target Similarity,0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
chrf,similarity to target outputs (outputs as a whole),Target Similarity,0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
comet,similarity to target outputs (outputs as a whole),Target Similarity,1,26,5,600,27,6,632,4.481481481481481,1.3577763328495005,0.243923234546371,0.740781719303381,False
cosine similarity,similarity to target outputs (outputs as a whole),Target Similarity,0,13,6,613,13,6,632,0.0,0.250613458569681,0.6166434533160029,0.7510007930142059,False
auroc,similarity to target outputs (outputs as a whole),Target Similarity,0,10,6,616,10,6,632,0.0,0.1923132900614916,0.6609982200814528,0.7646842153883474,False
rouge,control over sentiment,Sentiment Control,2,163,6,461,165,8,632,0.9434343434343434,0.0052002186538794,0.9425123454702548,0.956634339547778,False
bleu,control over sentiment,Sentiment Control,2,147,6,477,149,8,632,1.080536912751678,0.0089983829751262,0.9244261819092312,0.9445673110122814,False
accuracy,control over sentiment,Sentiment Control,1,126,7,498,127,8,632,0.5680539932508436,0.325395636210317,0.5683829657749147,0.740781719303381,False
exact match,control over sentiment,Sentiment Control,0,37,8,587,37,8,632,0.0,0.9716003554680024,0.3242813789508709,0.740781719303381,False
moverscore,control over sentiment,Sentiment Control,0,19,8,605,19,8,632,0.0,0.4915572361049827,0.4832334782660424,0.740781719303381,False
meteor,control over sentiment,Sentiment Control,0,60,8,564,60,8,632,0.0,1.606724027903783,0.2049529148693473,0.740781719303381,False
unieval,control over sentiment,Sentiment Control,1,20,7,604,21,8,632,4.156462585034014,1.2807074518220465,0.2577675380390519,0.740781719303381,False
g eval,control over sentiment,Sentiment Control,1,22,7,602,23,8,632,3.782608695652174,1.1406599926698795,0.2855129109454542,0.740781719303381,False
bertscore,control over sentiment,Sentiment Control,2,131,6,493,133,8,632,1.25062656641604,0.0731647804731377,0.7867833939302525,0.8477889946254791,False
bartscore,control over sentiment,Sentiment Control,1,33,7,591,34,8,632,2.5126050420168067,0.6011861284203122,0.4381258218981838,0.740781719303381,False
questeval,control over sentiment,Sentiment Control,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
ndcg,control over sentiment,Sentiment Control,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
recall,control over sentiment,Sentiment Control,0,57,8,567,57,8,632,0.0,1.522437986899809,0.2172509256475517,0.740781719303381,False
f1,control over sentiment,Sentiment Control,0,93,8,531,93,8,632,0.0,2.5644155956220924,0.1092929392905793,0.6131803250382504,False
win rate,control over sentiment,Sentiment Control,0,22,8,602,22,8,632,0.0,0.5705708842272623,0.4500321513542903,0.740781719303381,False
precision,control over sentiment,Sentiment Control,0,36,8,588,36,8,632,0.0,0.94455006347043,0.3311104223685344,0.740781719303381,False
spearman correlation,control over sentiment,Sentiment Control,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
pearson correlation,control over sentiment,Sentiment Control,0,15,8,609,15,8,632,0.0,0.3868090479881258,0.5339814886389167,0.740781719303381,False
bleurt,control over sentiment,Sentiment Control,0,32,8,592,32,8,632,0.0,0.8368039198691952,0.3603124540576161,0.740781719303381,False
