criterion,count
image-text matching (immediate),1
impact on likelihood assessment,1
impactful,1
imperceptibility,1
implausible,1
implementation inconsistencies,1
implication errors,1
implication understanding,1
implicit bias,1
implicit offensiveness,1
implicit relation inference,1
implicit support,1
implicit values,1
implicitness,1
imply intent,1
importance of tree layers,1
improvement in test scores,1
improvement of revised rationale,1
inaccuracy,1
inaccurate,1
inappropriate clauses,1
inclination,1
includes suggestion,1
inclusion of negative clinical details,1
inclusion of people names,1
inclusion of positive clinical details,1
inclusion of repeated words,1
inclusivity,1
incoherence,1
incomplete coreference,1
incomplete correction,1
incomplete discourse,1
incomplete explanation,1
incomplete thoughts,1
incomplete/incorrect perturbation,1
inconsistency detection,1
inconsistent,1
inconsistent naming,1
incorrect,1
incorrect QA model prediction,1
incorrect arguments,1
incorrect coreference,1
incorrect details,1
incorrect discourse,1
incorrect fact merging,1
incorrect location or position,1
incorrect next question prediction,1
incorrect number/date,1
incorrect severity,1
incorrect statements,1
incorrect words,1
incorrectly unperturbed,1
increase of respect,1
increased polarization,1
inefficiencies,1
infeasibility,1
inferability from source,1
inferential strategies,1
inflection error,1
inflection errors,1
influence of gender,1
informal tone,1
information addition,1
information change,1
information conveyance,1
information density,1
information gain,1
information missing,1
information need preservation,1
information recall,1
information redundancy,1
information similarity,1
information sufficiency,1
information update,1
informativeness (image),1
informativeness (quiz score),1
informativeness (text),1
informativity,1
ingroup language,1
input repetition,1
input-task correspondence,1
inspirational content,1
instruction clarity,1
instruction compliance,1
instruction disambiguation,1
instruction maliciousness,1
instruction satisfaction,1
instruction validity,1
instruction-following,1
instructional adaptation effectiveness,1
insulting,1
integration with context,1
integrity of coding prompts,1
intensity discrimination,1
intent adherence,1
intent matching,1
intent similarity,1
intention,1
intention fulfillment,1
inter-annotator agreement (Cohen's kappa),1
interaction patterns,1
interactivity,1
interchangeable step detection,1
interest level,1
internal spacing,1
interpersonal ability selection,1
interpretation accuracy,1
interpretation coverage,1
interpretation selection,1
intervention coherence,1
intrinsic errors,1
intrinsically hallucinated,1
intuition,1
invalid translation,1
irregularities,1
irrelevance,1
irrelevant,1
item difficulty,1
item discrimination,1
item fit to ability definition,1
jailbroken,1
joy,1
judgment correctness,1
justification correctness,1
key details,1
key events preservation,1
key information match,1
knowledge conveyance,1
knowledge engagement,1
knowledge grounding,1
knowledge precision,1
label accuracy,1
label agreement,1
label appropriateness,1
label assignment agreement,1
label flip,1
label flipping,1
label prediction accuracy,1
label selection,1
label time,1
lack of contradictions,1
lack of detail,1
lack of explanation,1
laconicity,1
language appropriateness,1
language coherency,1
language consistency,1
language correctness,1
language errors,1
language familiarity,1
language switching,1
layness,1
layout quality,1
layout similarity,1
learning efficiency,1
learning effort,1
learning gains,1
learning objective achievement,1
legal accuracy,1
legal clarity,1
legal correctness,1
legality,1
legibility,1
lemmatization,1
length appropriateness,1
length suitability,1
level_of_resources,1
lexical overlap,1
lexical selection accuracy,1
lexical simplicity,1
lexical simplification,1
like,1
likeability,1
likelihood,1
likelihood of adoption,1
likelihood of being machine-generated,1
likelihood of native speaker authorship,1
likelihood to return,1
liking,1
line breaks,1
linguistic fluency,1
linking accuracy,1
literal translation of keyword,1
literal vs figurative usage,1
local appropriateness,1
local context,1
locale-sensitivity,1
localization error,1
logic,1
logic consistency,1
logical and natural-sounding,1
logical continuity,1
logical entailment,1
logical errors,1
logical fidelity,1
logical flaws,1
logical inconsistency,1
logical linkage,1
logical necessity,1
logical order,1
logical organization,1
logical quality,1
logical relation,1
logical rigor,1
logical structure,1
long-range relational dependencies,1
lose,1
loser identification,1
low tendency,1
low-correlation,1
lucidity,1
machine-generated detection,1
machine-generated identification,1
machine-paraphrased vs original classification,1
machine-translated content,1
main ideas,1
main topics,1
maintainability,1
maintaining essential information,1
major error,1
makes more sense,1
makes sense with pattern descriptions,1
makes sense with picture,1
making sense,1
maladaptive cognitions,1
malicious intent clarity,1
manipulation,1
match correctness,1
match to ground truth,1
matching system acts to user acts,1
math,1
math constraint violations,1
mathematical rigor,1
meaning adequacy,1
meaning change,1
meaning consistency,1
meaning difference,1
meaning difference detection,1
meaning overlap,1
meaning quality,1
meaning representation,1
meaningfulness of entity names,1
medical accuracy,1
medical correctness,1
medical usability,1
melodiousness,1
melody alignment,1
memory recall,1
mental demand,1
mental discomfort,1
mental effort,1
mention of a comparison not present in referenced impression,1
mentioned regions,1
metaphorical language,1
meter,1
methods for improvement,1
metrics correctness,1
minimal editing,1
minimality/non-redundancy,1
minimizing gaps in inferences,1
minor error,1
mis-referencing (name or entity),1
mis-referencing (quote or attribution),1
mis-translation,1
misgendering corrected,1
misinformation detection capability,1
misinterpretation,1
misleading information,1
misleading/contradictory/irrelevant information,1
misleading_or_inaccurate_teaching,1
misleadingness,1
mismatch,1
missed entities,1
missed facts,1
missed relations,1
missing arguments,1
missing content,1
missing details recover rate,1
missing evidence,1
missing key operation,1
missing name,1
missing punctuation,1
misspelling,1
mistakes,1
mistranslation detection,1
misunderstanding,1
misused connectives,1
modality alignment,1
modality engagement,1
modality tag correctness,1
model consistency,1
modification relevance,1
modifier usage,1
monotonicity,1
moral appropriateness,1
moral faithfulness,1
moral saliency,1
moral_development_stage,1
morphological correctness,1
morphological information,1
morphology,1
motivation consistency,1
motive revealed,1
multi-hop,1
multi-hop reasoning,1
multi-page source correctness,1
multi-reference annotations,1
multiple answers,1
music-lyric compatibility,1
musicality,1
mutual entailment,1
name helpfulness,1
name variant spelling,1
narration,1
narrative complexity,1
narrative consistency,1
narrative flow,1
narrative orientation,1
narrative similarity,1
narrow,1
native speaker quality,1
natural,1
naturality,1
naturalness of expression,1
naturalness of language,1
naturalness of speech,1
naturalness of topic shift,1
navigation success,1
navigation time,1
necessity of explicitation,1
negates,1
negative property refutation,1
negativity,1
neglect_or_emotional_indifference,1
neutral/alternative expression detection,1
new information,1
new information provided,1
new word usage,1
no added meaning,1
no ambiguous object references,1
no hallucination,1
no misleading information,1
no missed facts,1
no missing facts,1
no omission of important information,1
no significant discrepancies,1
no superfluous information,1
no-addition,1
no-omission,1
no/wrong reasoning,1
noise,1
non-Latin characters,1
non-collaborative behaviors,1
non-contradiction,1
non-existent words,1
non-hallucination,1
non-informative output,1
non-overlap,1
non-overlapping tokens,1
non-rejection,1
non-repetitiveness,1
non-violation,1
nonredundancy,1
nonsensical,1
norm adherence,1
normal,1
not already answered,1
not applicable,1
not checkable,1
not contradictory to context,1
not overly simple,1
not self-contradictory,1
not similar to original utterance,1
not too similar to original,1
note quality,1
noticeable distortions,1
novel,1
novel entities,1
novelty of ideas,1
nuance,1
number of edit operations,1
numerical accuracy,1
obfuscation,1
object existence,1
object hallucination,1
object position correctness,1
object presence,1
object relevance,1
object salience,1
object similarity,1
object-level hallucination,1
objective completion,1
objective information,1
off topic,1
off-topic sections,1
offensive language,1
offensive_or_disrespectful_tone,1
offset accuracy,1
omission detection,1
omission of comparison describing a change from previous study,1
omission of referent,1
omission recall,1
omitted content,1
omitted facts,1
on-topicness,1
one word,1
operation equivalence,1
opinionized speech,1
opportunity cost,1
oppose,1
optimality,1
optional step detection,1
optional token identification,1
options reasonable rate,1
order correctness,1
order of statements,1
order preference,1
ordering,1
orientation correctness,1
origin accuracy,1
other errors,1
out-of-context error,1
out-of-scope detection,1
out-of-scope reasoning type,1
outline quality,1
outline relevance,1
outline utilization,1
output alignment with reference text,1
output evaluation quality,1
output quality,1
overall adequacy,1
overall analogy quality,1
overall coherence,1
overall commonsense,1
overall competence,1
overall conversation quality,1
overall conversational experience,1
overall correctness,1
overall fidelity,1
overall image quality,1
overall need for post-editing,1
overall offensiveness,1
overall performance,1
overall preference/quality,1
overall pun quality,1
overall quality preference,1
overall quality rating,1
overall quality/preference,1
overall resemblance,1
overall reward,1
overall sentiment,1
overall simplicity,1
overall transfer quality,1
overall trustworthiness,1
overall user experience,1
overkill backfire effect,1
overlap with persona-based attacks,1
overlap with virtualization-based attacks,1
overlapping information coverage,1
overly literal translation,1
overtranslation,1
page relevance,1
pairwise preference,1
paragraph coherence,1
parameter error,1
paraphrase correctness,1
paraphrase plagiarism,1
paraphrases,1
partial expression of implicit CSK,1
partial misunderstanding,1
partial presence,1
particulars,1
patient understandability,1
pedagogical value,1
perceived competence,1
perceived completion speed,1
perceived effectiveness,1
perceived error severity,1
perceived goodness,1
perceived growth mindset,1
perceived humanlikeness,1
perceived memory utilization,1
perceived musicality,1
perceived probability,1
perceived similarity,1
perceived skill improvement,1
perceived speed/quickness to use,1
perceived success,1
perceived translation quality,1
perceived usefulness,1
perceived warmth,1
perceived workload,1
percentage of completely correct phrases,1
perceptual quality,1
perfect-agree,1
performance_context,1
perpetrator identified,1
persona,1
persona accuracy,1
persona detection,1
persona expression,1
persona-consistency,1
personableness,1
personal applicability,1
personal consistency,1
personal experiences,1
personality,1
personality cue presence,1
personality fidelity,1
personality valence,1
personality-awareness,1
personalization consistency,1
personalization quality,1
perspective similarity,1
persuasion strategy identification,1
persuasion success rate,1
persuasion technique accuracy,1
persuasive,1
pertinence,1
physical concept identification,1
physical possibility,1
physician preference,1
pitch,1
pivotal moment identification,1
placement correctness,1
plan matching,1
platform suitability,1
plausibility of interpretation,1
plausible context,1
plot coherence,1
pluralistic values,1
podcast format,1
points to specific part,1
polarity bias,1
policy compliance,1
politeness accuracy,1
political affiliation,1
political endorsements,1
political leaning,1
position,1
positive property justification,1
positivity,1
possibility (human),1
possibility (machine),1
post-edit times,1
potential errors,1
potential for harm,1
potential harms,1
potential usefulness,1
potential-PII labeling,1
practical applicability,1
practicality,1
precise,1
precise interpretation of programming concepts and terminology,1
precision (no redundant or uninformative utterance),1
precision of automatic tags,1
predicate,1
predicate match,1
predictive ability,1
preference correctness,1
preference for long conversation,1
preference order,1
preference rating,1
prefix spacing,1
premise generation,1
premise recovery,1
preposition choice,1
presence,1
presence of English keyword in translation,1
presence of a learning event,1
presence of atomic facts,1
presence of fake information,1
presence of hallucination,1
presence of prefaces,1
"presence of specific error types (tautology, groundless generalization, false conclusion, confabulation, distortion of medical understanding, incompleteness)",1
preservation,1
preservation of existing information,1
preservation of input relations,1
preservation of nuances,1
preservation of opinion distribution,1
preservation of original user intent,1
primary disease correctness,1
privacy concerns,1
privacy increase,1
privacy protection,1
proactiveness,1
proactivity accuracy,1
problem comprehension,1
problematic communicator,1
problematic mistranslations,1
problematicness,1
process-step correctness,1
product details,1
profile consistency,1
program accuracy,1
promises,1
promotion of challenge-taking behavior,1
prompt failure,1
pronominal resolution,1
pronoun consistency,1
pronoun translation behavior,1
pronunciation accuracy,1
proof correctness,1
proportional fairness,1
proportions of each value,1
prosociality,1
prosody diversity,1
provenance of evidence,1
provenance sentence tracing,1
provides concrete correction,1
provides specific harmful information or instructions,1
providing information,1
provision of all requested information,1
pun pair phonetic/orthographic similarity,1
punchline identification,1
punctuation,1
punctuation errors,1
punctuation handling,1
purpose,1
purpose clarity,1
quality comparison,1
quality comparison between candidates,1
quality criteria,1
quality of cluster labels,1
quality of explanation,1
quality of generated explicitation,1
quality of new relevant contribution,1
quality of rhyme,1
quantifier annotation,1
quantifier errors,1
query clarity,1
query relevance to edit,1
query-relevance,1
query-responsiveness,1
quest usage,1
question,1
question act,1
question complexity,1
question dependency,1
question disambiguation correctness,1
question intent,1
question quality,1
question rewriting hardness,1
question understanding,1
question_quality,1
questioning effectiveness,1
quotation,1
quotes,1
race or ethnicity descriptions,1
random,1
ranking,1
ranking accuracy,1
ranking quality,1
rating,1
ratings,1
ratio of correct diagnoses,1
rational quality,1
rationale correctness,1
rationale generation,1
rationale quality,1
re-reading time,1
reading behavior,1
reading count of example sentences,1
reading ease,1
real news detection,1
real-world relevance,1
real/fake classification,1
realistic,1
realistic event,1
reasonability of API calls,1
reasoning complexity,1
reasoning error,1
reasoning process annotation,1
reasoning soundness,1
reasoning step alignment,1
reasoning strategy,1
reasoning-gap coverage,1
recall of diagnosis,1
recall of interactions,1
receptivity consistency,1
recipe accuracy,1
recommendation success rate,1
reduced long-distance reordering,1
redundant and repetitive information,1
reference answer correctness,1
reference clarity,1
reference current session topics,1
reference fragment fidelity,1
reference fragments,1
reference label correctness,1
reference own topics from previous sessions,1
reference partner topics from previous sessions,1
reference quality,1
reference to reliable sources,1
referential clarity,1
referential success,1
refusal,1
refusal correctness,1
refusal to respond,1
refutation completeness,1
region mention,1
register,1
register usage correctness,1
regression,1
rejected,1
rejection of negative examples,1
relatability,1
relatableness,1
related concepts,1
relation compliance,1
relation correctness,1
relation hallucination,1
relation inference correctness,1
relation match,1
relation preservation rate,1
relation to root node,1
relation-mismatch,1
relational structure conformity,1
relationship accuracy,1
relationship building,1
relationship classification,1
relationship consistency,1
relationship factor coverage,1
relationship faithfulness,1
relaxed match,1
relevance of heat map to target word,1
relevance of jumping to relevant parts,1
relevance to claim,1
relevance to description,1
relevance to dialog history,1
relevance to grounding documents,1
relevance to historical inputs,1
relevance to image,1
relevance to outcome,1
relevance to span,1
relevance to the argument,1
relevance to user information needs,1
relevance with documents,1
relevant response rate,1
reliance rate,1
religious sensitivity,1
removal of toxicity,1
reordering,1
repair time,1
repeated,1
repeated information,1
repeating subjects,1
repetition patterns,1
repetitive,1
repetitive plots,1
repetitiveness,1
rephrasing quality,1
replacement preference,1
report quality,1
representational harm,1
request fulfillment,1
resemblance to real therapy transcripts,1
respectful,1
response accuracy,1
response effectiveness,1
response helpfulness,1
response label,1
response logic,1
response preference,1
response safety,1
response-level hallucination,1
review time,1
revision amount,1
reward alignment,1
rewriting rules,1
rhetorical devices,1
rhetorical quality,1
rhyme,1
richness,1
richness of skills,1
right sequence,1
risk detection accuracy,1
risk of bias,1
risk of bias assessment,1
role consistency,1
role correspondence,1
role label correctness,1
role-playing quality,1
room locations,1
room relationships,1
room sizes,1
room types,1
rule violation,1
sadness,1
safeguard,1
safety label correctness,1
safety of response,1
safety violations,1
same meaning,1
same perspective,1
same reasoning as reference,1
sample-level logical label,1
sanity-check,1
sarcasm,1
satisfaction of demand,1
satisfaction with default reading experience,1
satisfying,1
scenario plausibility,1
scene consistency,1
school_type,1
scientific accuracy,1
scientific authenticity,1
scope,1
search user behavior alignment,1
seen/unseen,1
segmentation,1
segmentation accuracy,1
segmentation point accuracy,1
self-consistency errors (SCE),1
self-contained,1
semantic closeness,1
semantic content preservation,1
semantic coverage,1
semantic equivalency,1
semantic fidelity,1
semantic frame errors,1
semantic granularity,1
semantic information,1
semantic integrity,1
semantic match,1
semantic meaning of all atoms,1
semantic meaning preservation,1
semantic overlap,1
semantic relatedness,1
semantic similarity (adequacy),1
semantic substitution errors,1
semantic validity,1
sense,1
sense alignment,1
sense continuation,1
sense correctness,1
sense diversity,1
sensibility of questions,1
sensical,1
sensicality,1
sensitive content,1
sensitivity,1
sentence alignment quality,1
sentence completeness,1
sentence fluidity,1
sentence naturalness,1
sentence relevance to entity,1
sentence splitting,1
sentence structure naturalness,1
sentence understandability,1
sentence variety,1
sentence-level quality,1
sentence-type classification agreement,1
sentiment appropriateness,1
sentiment consistency,1
sentiment correctness,1
sentiment expression,1
sentiment preservation,1
sentiment target classification,1
sentiment transfer strength,1
sentiment type classification,1
separation quality,1
sequential reasoning,1
sequential relation detection,1
ses_compensates,1
setting,1
severity assessment,1
severity label correctness,1
severity of harm (1-5 scale),1
shape-texture consistency,1
share,1
sharing behavior,1
similarity to gold,1
similarity to ground truth,1
similarity to human description,1
similarity to parent node,1
similarity to query,1
simplification,1
simulation accuracy,1
simulation quality,1
single valid answer,1
situational appropriateness,1
skill relevance,1
skin tone consistency,1
slot label correctness,1
social acceptability,1
social bias,1
social distance,1
social understanding,1
socioemotional traits,1
solution alignment,1
solution idea/category,1
solvability confirmation,1
soundscape description quality,1
source credibility,1
source identification,1
source presence of PII,1
source word order emulation,1
source-faithfulness,1
span insertion,1
span relevance,1
span type correctness,1
speaker,1
speaker consistency,1
specialized step correctness,1
specific entailment,1
specific event details,1
specification level,1
speed,1
spelling and grammar,1
spelling anomalies,1
spelling mistakes,1
splitting correctness,1
splitting occurrence,1
spurious,1
spuriousness,1
stack management correctness,1
stance alignment,1
stance consistency,1
stance identification,1
stance inference correctness,1
stance preservation,1
start and end points,1
state and attitude,1
status,1
status score,1
step analysis accuracy,1
step type,1
step-answer matching,1
stereotype activation,1
stereotype prevalence,1
stereotyping,1
story comprehension,1
story flow,1
story focus,1
story length,1
story quality,1
strategy diversity,1
strength,1
strength of style transfer,1
strict accuracy,1
strictness,1
strong conclusions without evidence,1
structural balance,1
structural coherence,1
structural commonalities,1
structural compliance,1
structural constraints,1
structural correctness,1
structural difference,1
structural flexibility,1
structural integrity,1
structural simplicity,1
structure & coherence,1
structured interpretation,1
style alignment,1
style change,1
style controllability,1
style controlling,1
style conversion,1
style diversity,1
style polarity,1
style preservation,1
style similarity,1
style strength,1
style transfer,1
style transfer strength,1
style transfer success,1
stylistic appropriateness,1
stylistic consistency,1
stylistic elements,1
stylistic similarity,1
sub-question type classification accuracy,1
subject consistency,1
subject fit,1
subjective information,1
subjectivity,1
succinctness and sufficiency,1
suddenness,1
sufficiency of evidence,1
sufficient difficulty,1
suitability as canonical rebuttal,1
suitability for SQL-based reasoning,1
suitability for reading comprehension,1
suitability for response generation,1
suitability to query,1
summarization quality,1
summary coherence,1
summary intention coverage rate,1
summary length,1
summary plagiarism,1
summary preference,1
summary relevance,1
support for answer,1
support for target label,1
supported by document,1
supported by evidence,1
supported claims,1
supporting facts,1
supports label,1
surface similarity,1
surface structure,1
suspense,1
sympathy,1
synonym translation correctness,1
syntactic,1
syntactic attachment preference,1
syntactic coherence,1
syntactic controllability,1
syntactic diversity,1
syntactic property,1
syntactic quality,1
syntactic variety,1
syntax,1
syntax diversity,1
syntax issues,1
system effectiveness,1
tag recall,1
target,1
target agent presence in room,1
target agent prior visitation to room,1
target identification correctness,1
target language,1
target selection accuracy,1
target style strength,1
targeted,1
task accuracy,1
task category classification,1
task completion,1
task completion speed,1
task compliance,1
task consistency,1
task faithfulness,1
task fulfillment,1
task goal accuracy,1
task success,1
task-relevance,1
taxonomy suitability,1
teaching behaviors,1
technical accuracy,1
technical completeness,1
technical correctness,1
technical details,1
technical/bureaucratic language,1
template usage,1
template validity,1
temporal grounding,1
temporal ordering,1
temporal preserving,1
tendency to reinforce or correct false claims,1
terminate or change topics,1
terminology,1
terminology accuracy,1
terminology consistency,1
test case accuracy,1
test reliability,1
text accuracy,1
text coherence,1
text consistency,1
text fidelity,1
text fluency,1
text inconsistency,1
text length,1
text relevance,1
text-audio alignment,1
text-image coherence,1
text-image relevance,1
text-music relevance,1
textual complexity,1
textual quality,1
textual tone of voice consistency,1
texture photorealism,1
thematic relevance,1
theme,1
themes,1
thought provoking,1
tie,1
time efficiency,1
time taken to make the decision,1
timing information,1
timing of buzz,1
timing of topic shift,1
title context,1
token correctness,1
token length deviation,1
tokens from source text,1
too trivial,1
tool name error,1
tool selection error rate,1
tool-use appropriateness,1
topic correctness,1
topic match,1
topic relatedness,1
topic shift,1
topic understanding,1
topic uniqueness,1
topic-relatedness,1
topical coverage,1
total hallucination,1
total score correlation,1
total_predicted_relations,1
transitions,1
translation,1
translation error detection,1
translation errors,1
translation quality comparison,1
translation quality impact,1
translation quality improvement from visual information,1
translation speed,1
translation to common noun,1
translation validity,1
translationese,1
transparency,1
tree accuracy,1
triplet relevance to implicit CSK,1
true but uncorrelated,1
true label,1
trustworthiness,1
trustworthiness impact,1
trustworthiness of attention-based explanations,1
truthfulness judgment,1
turn relevance,1
type,1
type diversity,1
type errors,1
type of added information,1
type relevance,1
typos and naturalness,1
unacceptable,1
unanswered,1
uncertainty,1
uncooperative,1
understandability after clarification,1
understanding of correction,1
understanding of general scene,1
undesired,1
undetected,1
unethical_compliance,1
unfair,1
uniformity,1
uniqueness of reference,1
unit consistency,1
unlisted ingredients,1
unnatural artifacts,1
unnatural copy,1
unnatural phrase flow,1
unnatural sentence flow,1
unnatural translation,1
unnecessary edits,1
unnecessary paraphrasing,1
unrelated events,1
unrelatedness,1
unsafe,1
unsafe content,1
unsafe output ratio,1
unsupported,1
unsupported facts,1
untranslated,1
untranslated segments,1
untranslated text,1
untrue to input,1
unusual capitalization,1
usability as headline,1
usability impact,1
usability in classroom setting,1
usability in workflow,1
usable,1
usage conventions,1
use of domain-specific scientific language,1
use of strategies,1
useful information,1
usefulness for decision-making,1
usefulness for exploration,1
usefulness for finding diet problems,1
usefulness for imagining the picture,1
usefulness of explanation,1
user confidence,1
user engagement,1
user preferences,1
user response types,1
utility of persona selection,1
utility of presented questions,1
utility preservation,1
utterance ordering,1
vagueness judgment accuracy,1
valence correlation,1
valid,1
valid output,1
valid simplification,1
valid syntax,1
validation,1
validation of challenges,1
validity of MPs,1
validity of assumption,1
validity of harm,1
validity of reasoning,1
value alignment,1
value formatting issues,1
value reinforcement (seeker perspective),1
value reinforcement (supporter perspective),1
variable definition error,1
variable errors,1
variation completeness,1
variety,1
variety of vocabulary,1
veracity (accurate/OOC),1
veracity classification accuracy,1
verifiability,1
verification time,1
versatile skills,1
victim revealed,1
video relevance,1
video-content relevance,1
viewpoint,1
viewpoint coverage,1
violates common sense,1
visibility,1
visual appeal,1
visual change,1
visual clarity,1
visual coherence,1
visual description quality,1
visual grounding,1
visual match quality,1
visualization preference,1
visualization-aided understanding,1
vividness,1
voice style,1
watermark imperceptibility,1
well-definedness,1
well-supported,1
well-written,1
wh-word match,1
white lie authenticity,1
wholesomeness of subject/object,1
willingness to act,1
willingness to work again,1
win,1
win rate,1
winner identification,1
winner/loser extraction,1
wisdom of crowds usefulness,1
word choice correctness,1
word ordering,1
word relevance,1
word-for-word,1
word-sense association correctness,1
wording,1
world knowledge,1
worry,1
writing,1
writing style,1
wrong answer,1
wrong entities,1
wrong language,1
wrong preposition,1
zip,1
