original,normalized,count,qcet_id
Non-rephrased content,Nonredundancy (content/meaning),1,QOG-c-1
Perspective Deviation (PD),__DROP__,1,AUX-Other
Poeticity,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
Population factuality,Factual Truth,1,QEC-c-1
Positivity,Control over Sentiment,1,QIF-w-2
Presentation Quality,__DROP__,1,AUX-Other
presentation quality,__DROP__,1,AUX-Other
Privacy leakage,Absence of Toxic / Harmful Content,1,QOC-c-2
Professional tone,Control over Style,1,QIF-f-2
Q,__DROP__,1,AUX-Other
QUALIFIERS,__DROP__,1,AUX-Other
Quality (good/bad),Overall Quality / Preference,1,AUX-OverallQuality
Quality improvement,__DROP__,1,AUX-Other
Quantitative Information,Informativeness,1,QOG-c-2
Question Concluding,__DROP__,1,AUX-Other
Pluralistic values,Diversity/Non-diversity (content/meaning),1,QOF-c-1
pluralistic values,Diversity/Non-diversity (content/meaning),1,QOF-c-1
Persona-Behavior,Detectability of Speaker/Author Trait,1,QEF-w-5
Personal Privacy,__DROP__,1,AUX-Other
Personal and Sociocultural Circumstances,Appropriateness (outputs as a whole),1,QEG-w-2
Personalness,Detectability of Speaker/Author Trait,1,QEF-w-5
Reflection Efficiency,Ease of Communication,1,QEG-w-5.1
Reflectiveness,__DROP__,1,AUX-Other
Refusal/Compliance,Refusal Appropriateness,1,QEC-w-2
Reasoning Evidence-Based Reasoning,Semantic Correctness,1,QOC-c-1
Relational,__DROP__,1,AUX-Other
Question Relevance,Relevance to Input,1,QIG-c-3
Questioning Skills,Overall Quality / Preference,1,AUX-OverallQuality
REASON,__DROP__,1,AUX-Other
RR,__DROP__,1,AUX-Other
Reassuring,Effect on User Emotion,1,QEF-w-3
Recognition of alternative correct solutions,Factual Truth,1,QEC-c-1
Reconnecting,__DROP__,1,AUX-Other
Reference Correctness,Clarity of Referents,1,QEG-w-7
Refinement,Appropriateness (form),1,QEG-f-2
Racism,Absence of Bias / Stereotypes,1,QEC-c-3
Rationale Localization,__DROP__,1,AUX-Other
Realistic Threat,Absence of Toxic / Harmful Content,1,QOC-c-2
Reasonable,Coherence,1,QOG-c-3
Rewards,__DROP__,1,AUX-Other
Rhetoric,Appropriateness (content/meaning),1,QEG-c-2
Role Choice,Appropriateness of System Response Type,1,QIG-f-1
Semantic quality,Semantic Correctness,1,QOC-c-1
semantic quality,Semantic Correctness,1,QOC-c-1
Self-contained,__DROP__,1,AUX-Other
Resolution,__DROP__,1,AUX-Other
Response Completeness,Absence of Omissions (relative to input),1,QIC-c-1
SEC,__DROP__,1,AUX-Other
SOC,__DROP__,1,AUX-Other
Stem,__DROP__,1,AUX-Other
Safety (safe vs unsafe),Absence of Toxic / Harmful Content,1,QOC-c-2
Satisfy Constraint,Control over Multiple Attributes,1,QIF-w-5
Segment Quality,Overall Quality / Preference,1,AUX-OverallQuality
Relationship Type,Classification Accuracy,1,QTC-w-1
Role Knowledge,Consistency with Input,1,QIC-c-3
Role Language,Control over Style,1,QIF-f-2
Role-Adherence,Consistency with Input,1,QIC-c-3
Role-Playing Consistency,Internal Consistency of Outputs,1,QOG-c-4
Semantic Completeness,Absence of Omissions (relative to input),1,QIC-c-1
Semantic Coverage,Coverage of Topics (given in input),1,QIC-c-4
semantic coverage,Coverage of Topics (given in input),1,QIC-c-4
Semantic coverage,Coverage of Topics (given in input),1,QIC-c-4
Skill,Overall Quality / Preference,1,AUX-OverallQuality
Skillfulness,Overall Quality / Preference,1,AUX-OverallQuality
Social Harm,Absence of Toxic / Harmful Content,1,QOC-c-2
Social Norm Adherence,Appropriateness (outputs as a whole),1,QEG-w-2
Social Norm Appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
Sexism,Absence of Bias / Stereotypes,1,QEC-c-3
Sibling Granularity,__DROP__,1,AUX-Other
Similarity between conversational tones,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),1,QEF-w-1
Stabilization,__DROP__,1,AUX-Other
Standalone,Understandability,1,QOG-w-5
Start Time Rationality,__DROP__,1,AUX-Other
Societal norms,Appropriateness (content/meaning),1,QEG-c-2
Softening Sustain Talk,__DROP__,1,AUX-Other
Spatial Relations,Semantic Correctness,1,QOC-c-1
Storytelling,Coherence,1,QOG-c-3
Structural logic,Wellorderedness,1,QOG-c-3.1
Sensitivity and Openness,Empathy / Emotional Appropriateness,1,QEF-w-11
Sentiment Shift (SS),Control over Sentiment,1,QIF-w-2
Stylistic Shift (STS),Control over Style,1,QIF-f-2
stylistic consistency,Internal Consistency of Outputs,1,QOG-c-4
Sub-Issues,__DROP__,1,AUX-Other
Suggestions,__DROP__,1,AUX-Other
Suggestions for Improvement,__DROP__,1,AUX-Other
Supportive,Empathy / Emotional Appropriateness,1,QEF-w-11
Surface-level Information,Informativeness,1,QOG-c-2
Symbolic Threat,Absence of Bias / Stereotypes,1,QEC-c-3
Target Audience Alignment,Appropriateness (outputs as a whole),1,QEG-w-2
Target Relevance,Relevance to Input,1,QIG-c-3
Temporal,__DROP__,1,AUX-Other
Temporal Error,Semantic Correctness,1,QOC-c-1
Temporal Shift (TS),__DROP__,1,AUX-Other
Unevaluatable,__DROP__,1,AUX-Other
Themes,__DROP__,1,AUX-Other
Time Schedule Relevance,Appropriateness (content/meaning),1,QEG-c-2
Using Pedagogical Techniques,Appropriateness (content/meaning),1,QEG-c-2
Valence,Effect on User Emotion,1,QEF-w-3
TextUtilization,Relevance to Input,1,QIG-c-3
Tool Usage,__DROP__,1,AUX-Other
topic,__DROP__,1,AUX-Other
Transformative,__DROP__,1,AUX-Other
Transition Naturalness,Naturalness (outputs as a whole),1,QEG-w-1
Task performance,Usefulness for Task/Information Need,1,QEG-w-3.1
Technical Accuracy of Feature Linkages,Factual Truth,1,QEC-c-1
Treatment Ability,__DROP__,1,AUX-Other
Tunisian Arabic Usage,Appropriateness (form),1,QEG-f-2
Tutor tone,Control over Style,1,QIF-f-2
Validity of Reasoning,Semantic Correctness,1,QOC-c-1
Veracity Assignment,Factual Truth,1,QEC-c-1
Upvote Likelihood,User Satisfaction as Affected by Outputs,1,QEG-w-6
Urban Elements/Scenes Understanding,Factual Truth,1,QEC-c-1
Xenophobia,Detectability of Speaker/Author Trait,1,QEF-w-5
abstractness,Specificity/Non-specificity (relative to input),1,QIF-c-3
academic,Control over Style,1,QIF-f-2
action consistency,Internal Consistency of Outputs,1,QOG-c-4
action correctness,Functional Correctness,1,QEC-w-1
Violation status,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Virtual Knowledge,__DROP__,1,AUX-Other
Visual Attributes,__DROP__,1,AUX-Other
World-Building and Setting,Internal Consistency of Outputs,1,QOG-c-4
Writing Quality,Overall Quality / Preference,1,AUX-OverallQuality
Writing Style Consistency,Internal Consistency of Outputs,1,QOG-c-4
Writing and Language,Overall Quality / Preference,1,AUX-OverallQuality
Use Gentle Challenges and Interpretations,Appropriateness (outputs as a whole),1,QEG-w-2
Use of Knowledge,Informativeness,1,QOG-c-2
Visual Grounding,Relevance to Input,1,QIG-c-3
visual grounding,Relevance to Input,1,QIG-c-3
Visual quality,__DROP__,1,AUX-Other
Vulnerability presence,Functional Correctness,1,QEC-w-1
adherence to prompt,Consistency with Input,1,QIC-c-3
accuracy and adequacy of correction,Complete Target Output Matching,1,QTC-w-3
accuracy of cognitive model components,Complete Target Output Matching,1,QTC-w-3
accuracy of treatment plan,Factual Truth,1,QEC-c-1
agreement level,Effect on User Stance,1,QEF-w-7
behavioral logic,Internal Consistency of Outputs,1,QOG-c-4
biography identification,__DROP__,1,AUX-Other
biography usage,__DROP__,1,AUX-Other
ask-for-clarification,Appropriateness of System Response Type,1,QIG-f-1
attribution correctness,Factual Truth,1,QEC-c-1
anxiety,Effect on User Emotion,1,QEF-w-3
argument validity,Semantic Correctness,1,QOC-c-1
accurate representation of source transcript,Consistency with Input,1,QIC-c-3
alignment with human preferences,User Satisfaction as Affected by Outputs,1,QEG-w-6
Alignment with human preferences,User Satisfaction as Affected by Outputs,1,QEG-w-6
anger,Effect on User Emotion,1,QEF-w-3
answer quality preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
aggregate article bias,Detectability of Speaker/Author Trait,1,QEF-w-5
conceptual intent,Relevance to Input,1,QIG-c-3
confidence level,__DROP__,1,AUX-Other
constraint extraction,__DROP__,1,AUX-Other
constraint violation,Consistency with Input,1,QIC-c-3
complexity level,Control over Complexity/Non-complexity (outputs as a whole),1,QIF-w-1
body size descriptions,__DROP__,1,AUX-Other
brevity,Output Length,1,QOF-f-5
characteristic phrases,__DROP__,1,AUX-Other
citation relevance,Relevance to Input,1,QIG-c-3
coding standards,Adherence to Style Guide,1,QEC-f-1
conceptual depth,Complexity/Non-complexity (content/meaning),1,QOF-c-3
Conceptual Depth,Complexity/Non-complexity (content/meaning),1,QOF-c-3
citation supportiveness,Relative Factual Accuracy,1,QEC-c-2
clarity and structure,Clarity,1,QOG-w-5.1
cross-modal grounding,Quality as Explanation of Input,1,QIG-w-3
cross-turn reasoning,Degree to which Output Answers Question in Input,1,QIG-w-2
cultural relevance and sensitivity,Appropriateness (outputs as a whole),1,QEG-w-2
degree of gender bias,Absence of Bias / Stereotypes,1,QEC-c-3
contradicted,Factual Truth,1,QEC-c-1
correction,Correctness of Outputs (outputs as a whole),1,QOC-w-1
correctly_predicted_relations,Complete Target Output Matching,1,QTC-w-3
conversation strategy,Appropriateness of System Response Type,1,QIG-f-1
conversational styles,Control over Style,1,QIF-f-2
conveyance of figurative meaning,Semantic Correctness,1,QOC-c-1
cooperative,Appropriateness (outputs as a whole),1,QEG-w-2
creative problem-solving,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
conceptual clarity,Clarity,1,QOG-w-5.1
content suggestion,Usefulness for Task/Information Need,1,QEG-w-3.1
context capture,Relevance to Input,1,QIG-c-3
depth and detail,Complexity/Non-complexity (content/meaning),1,QOF-c-3
depth of explanation,Quality as Explanation of Input,1,QIG-w-3
direct bias,Absence of Bias / Stereotypes,1,QEC-c-3
distractor efficiency,__DROP__,1,AUX-Other
educational value,Usefulness for Task/Information Need,1,QEG-w-3.1
Educational Value,Usefulness for Task/Information Need,1,QEG-w-3.1
emotion accuracy,Relative Factual Accuracy,1,QEC-c-2
entity presence,Absence of Omissions (relative to input),1,QIC-c-1
error location consistency,__DROP__,1,AUX-Other
error span detection,__DROP__,1,AUX-Other
emotional alignment,Control over Sentiment,1,QIF-w-2
Emotional Alignment,Control over Sentiment,1,QIF-w-2
emotional states,Effect on User Emotion,1,QEF-w-3
error type consistency,__DROP__,1,AUX-Other
enforces,__DROP__,1,AUX-Other
entailed,Consistency with Input,1,QIC-c-3
fascination,Engagingness/Interestingness,1,QEF-w-10
feature completeness,Absence of Omissions (relative to input),1,QIC-c-1
fee_waiver,__DROP__,1,AUX-Other
filter rationale correctness,Goodness as Explanation of System Behaviour,1,QEG-w-4
first_gen,__DROP__,1,AUX-Other
Extraction,__DROP__,1,AUX-Other
extracurricular,__DROP__,1,AUX-Other
factual inconsistency,Factual Truth,1,QEC-c-1
factual statements,__DROP__,1,AUX-Other
Focus,Relevance to Input,1,QIG-c-3
focus on identity,__DROP__,1,AUX-Other
gender neutrality,Absence of Bias / Stereotypes,1,QEC-c-3
generalizations,Cross-Dataset Generalisation,1,QTG-w-3
image coherence,__DROP__,1,AUX-Other
image-text matching,__DROP__,1,AUX-Other
hierarchical clarity,Wellorderedness,1,QOG-c-3.1
grandstanding,Appropriateness (content/meaning),1,QEG-c-2
groundness,Factual Truth,1,QEC-c-1
holistic,Overall Quality / Preference,1,AUX-OverallQuality
human-centric alignment,User Satisfaction as Affected by Outputs,1,QEG-w-6
idiom translation,Translation Accuracy,1,QIC-w-1
idiomaticity,Naturalness (form),1,QEG-f-1
focus on negative experiences,__DROP__,1,AUX-Other
focus on transition,__DROP__,1,AUX-Other
hallucination robustness,Factual Truth,1,QEC-c-1
harm categories,Appropriateness (content/meaning),1,QEG-c-2
information sufficiency,Usefulness for Task/Information Need,1,QEG-w-3.1
information update,__DROP__,1,AUX-Other
incorrect location or position,Factual Truth,1,QEC-c-1
incorrect severity,Factual Truth,1,QEC-c-1
increased polarization,Effect on User Stance,1,QEF-w-7
inspirational content,Effect on User Emotion,1,QEF-w-3
item difficulty,__DROP__,1,AUX-Other
item discrimination,__DROP__,1,AUX-Other
Jailbreak success,Refusal Appropriateness,1,QEC-w-2
impactful,Effect on User Behaviour,1,QEF-w-2
implicit bias,Absence of Bias / Stereotypes,1,QEC-c-3
implicit offensiveness,Appropriateness (outputs as a whole),1,QEG-w-2
inclusion of negative clinical details,Factual Truth,1,QEC-c-1
inclusion of positive clinical details,Factual Truth,1,QEC-c-1
misinformation detection capability,__DROP__,1,AUX-Other
misinterpretation,Clarity,1,QOG-w-5.1
misleadingness,Factual Truth,1,QEC-c-1
Mathematical Correctness,Factual Truth,1,QEC-c-1
jailbroken,__DROP__,1,AUX-Other
Knowledgeability,Detectability of Speaker/Author Trait,1,QEF-w-5
linking accuracy,Cohesiveness,1,QOG-c-3.2
logical entailment,Consistency with Input,1,QIC-c-3
logical relation,Cohesiveness,1,QOG-c-3.2
laconicity,Nonredundancy (form),1,QOG-f-1
maladaptive cognitions,Absence of Toxic / Harmful Content,1,QOC-c-2
memory recall,__DROP__,1,AUX-Other
mention of a comparison not present in referenced impression,Absence of Additions (relative to input),1,QIC-c-2
physician preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
political affiliation,Detectability of Speaker/Author Trait,1,QEF-w-5
noise,Correctness of Outputs (outputs as a whole),1,QOC-w-1
novelty of ideas,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
natural,Naturalness (outputs as a whole),1,QEG-w-1
naturalness of topic shift,Coherence,1,QOG-c-3
negates,Semantic Correctness,1,QOC-c-1
opinionized speech,Detectability of Speaker/Author Stance,1,QEF-w-4
no hallucination,Absence of Additions (relative to input),1,QIC-c-2
overall offensiveness,Absence of Toxic / Harmful Content,1,QOC-c-2
overall preference/quality,Overall Quality / Preference,1,AUX-OverallQuality
mathematical rigor,Factual Truth,1,QEC-c-1
multi-hop reasoning,Complexity/Non-complexity (content/meaning),1,QOF-c-3
narrative orientation,__DROP__,1,AUX-Other
narrative similarity,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
performance_context,Appropriateness (outputs as a whole),1,QEG-w-2
race or ethnicity descriptions,Absence of Bias / Stereotypes,1,QEC-c-3
ranking,__DROP__,1,AUX-Other
rationale quality,Quality as Explanation of Input,1,QIG-w-3
receptivity consistency,Internal Consistency of Outputs,1,QOG-c-4
reference fragments,__DROP__,1,AUX-Other
reference quality,__DROP__,1,AUX-Other
reference to reliable sources,Factual Truth,1,QEC-c-1
Refusal behavior,Refusal Appropriateness,1,QEC-w-2
refusal to respond,Refusal Appropriateness,1,QEC-w-2
political leaning,Detectability of Speaker/Author Stance,1,QEF-w-4
quest usage,__DROP__,1,AUX-Other
perceptual quality,Naturalness (outputs as a whole),1,QEG-w-1
Roleplay,Detectability of Speaker/Author Trait,1,QEF-w-5
stance consistency,Internal Consistency of Outputs,1,QOG-c-4
recall of diagnosis,Absence of Omissions (relative to input),1,QIC-c-1
rule violation,Adherence to Syntactic Rules,1,QEC-f-2
school_type,__DROP__,1,AUX-Other
respectful,Appropriateness (outputs as a whole),1,QEG-w-2
Score,__DROP__,1,AUX-Other
real/fake classification,Non-AI Likeness,1,QOG-w-4.2
style alignment,Control over Style,1,QIF-f-2
ses_compensates,Absence of Bias / Stereotypes,1,QEC-c-3
severity label correctness,Classification Accuracy,1,QTC-w-1
social understanding,__DROP__,1,AUX-Other
textual tone of voice consistency,Internal Consistency of Outputs,1,QOG-c-4
timing of topic shift,Wellorderedness,1,QOG-c-3.1
topic uniqueness,Nonredundancy (content/meaning),1,QOG-c-1
total_predicted_relations,__DROP__,1,AUX-Other
terminology consistency,Internal Consistency of Outputs,1,QOG-c-4
text-image coherence,Consistency with Input,1,QIC-c-3
text-image relevance,Relevance to Input,1,QIG-c-3
state and attitude,__DROP__,1,AUX-Other
status,__DROP__,1,AUX-Other
strength,__DROP__,1,AUX-Other
structural balance,__DROP__,1,AUX-Other
structural integrity,Coherence,1,QOG-c-3
uncertainty,__DROP__,1,AUX-Other
user engagement,Engagingness/Interestingness,1,QEF-w-10
variety,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
video relevance,Relevance to Input,1,QIG-c-3
visual clarity,Clarity,1,QOG-w-5.1
Visual Clarity,Clarity,1,QOG-w-5.1
utility preservation,Usefulness for Task/Information Need,1,QEG-w-3.1
value alignment,Effect on User Stance,1,QEF-w-7
Value alignment,Effect on User Stance,1,QEF-w-7
value reinforcement (supporter perspective),Detectability of Speaker/Author Stance,1,QEF-w-4
summarization quality,Usefulness for Task/Information Need,1,QEG-w-3.1
Summarization Quality,Usefulness for Task/Information Need,1,QEG-w-3.1
syntax,Grammaticality,1,QOC-f-1
targeted,Appropriateness (outputs as a whole),1,QEG-w-2
tendency to reinforce or correct false claims,Effect on User Opinion,1,QEF-w-6
translationese,Naturalness (outputs as a whole),1,QEG-w-1
task fulfillment,Usefulness for Task/Information Need,1,QEG-w-3.1
type of added information,__DROP__,1,AUX-Other
unacceptable,Overall Quality / Preference,1,AUX-OverallQuality
3-tier error classification,__DROP__,1,AUX-Other
AD PERFORMANCE ESTIMATION,__DROP__,1,AUX-Other
AI-generated vs human-written classification,Non-AI Likeness,1,QOG-w-4.2
API call correctness,Functional Correctness,1,QEC-w-1
Abstention correctness,Refusal Appropriateness,1,QEC-w-2
Accounting for Multiple Rows,Absence of Omissions (relative to input),1,QIC-c-1
Accuracy in evaluating response,Correctness of Outputs (outputs as a whole),1,QOC-w-1
worry,Effect on User Emotion,1,QEF-w-3
writing style,Control over Style,1,QIF-f-2
zip,__DROP__,1,AUX-Other
Acknowledgment,Appropriateness (outputs as a whole),1,QEG-w-2
Acknowledgment of Knowledge Gaps,Appropriateness (outputs as a whole),1,QEG-w-2
Absence of refusal in response,Refusal Appropriateness,1,QEC-w-2
Abstention behavior acceptability,Refusal Appropriateness,1,QEC-w-2
Accuracy of modifications,Consistency with Input,1,QIC-c-3
academic style improvement,Control over Style,1,QIF-f-2
Acceptable (3 ≤ score < 6),__DROP__,1,AUX-Other
Acceptable Output Structure Variations,__DROP__,1,AUX-Other
Action presence,Absence of Omissions (relative to input),1,QIC-c-1
Actor roles,__DROP__,1,AUX-Other
Adaptive-Imitativeness,Success of Style Transfer from Sample,1,QIG-f-2
Adhered,__DROP__,1,AUX-Other
Adherence to evaluation criteria,__DROP__,1,AUX-Other
Adherence to format requirements,Conformance to Syntactic Structure (given in input),1,QIC-f-1
Adherence to rubric,Adherence to Style Guide,1,QEC-f-1
Adherence to rubric points,Adherence to Style Guide,1,QEC-f-1
Affirmative,Detectability of Speaker/Author Stance,1,QEF-w-4
Alignment and Layout,__DROP__,1,AUX-Other
Alignment with MI Principles,__DROP__,1,AUX-Other
Agree,Effect on User Opinion,1,QEF-w-6
Alignment with character/user traits,Detectability of Speaker/Author Trait,1,QEF-w-5
Alignment with desired outcomes,Usefulness (nonspecific),1,QEG-w-3
Alignment with formula,Consistency with Input,1,QIC-c-3
Alignment with human rationales,Meaning Accuracy,1,QTC-c-1
Algebraic Manipulation,Functional Correctness,1,QEC-w-1
Algorithmic logic correctness,Functional Correctness,1,QEC-w-1
Analysis of multiple meanings,__DROP__,1,AUX-Other
Analytical correctness,Semantic Correctness,1,QOC-c-1
Ambiguity Reduction,Clarity,1,QOG-w-5.1
Ambiguity Resolution,Clarity,1,QOG-w-5.1
Annotation,__DROP__,1,AUX-Other
Alignment with initial conversational intent,Consistency with Input,1,QIC-c-3
Alignment with personal preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
Answer item mapping,Consistency with Input,1,QIC-c-3
Answer terseness,Output Length,1,QOF-f-5
Answer uses context,Relevance to Input,1,QIG-c-3
Alignment with user goals,Usefulness for Task/Information Need,1,QEG-w-3.1
Answer Groundedness,Absence of Additions (relative to input),1,QIC-c-2
Answer Leakage,__DROP__,1,AUX-Other
Answer Plausibility,Naturalness (content/meaning),1,QEG-c-1
Answer item extraction,Absence of Omissions (relative to input),1,QIC-c-1
Argument alignment,Consistency with Input,1,QIC-c-3
Applicability of value principles to scenarios,__DROP__,1,AUX-Other
Attribute,__DROP__,1,AUX-Other
Assessment Effectiveness,Usefulness for Task/Information Need,1,QEG-w-3.1
Assistant Interaction Quality,System Usability as Affected by Outputs,1,QEG-w-5
Attention to detail,Complexity/Non-complexity (content/meaning),1,QOF-c-3
Association of attributes with demographic groups,Absence of Bias / Stereotypes,1,QEC-c-3
Axes and Stats,__DROP__,1,AUX-Other
Avoid Generic Responses,Specificity/Non-specificity (relative to input),1,QIF-c-3
Avoidance of interference from irrelevant documents,Absence of Additions (relative to input),1,QIC-c-2
Avoidance of unnecessary or incorrect interpretations,Absence of Additions (relative to input),1,QIC-c-2
Balanced judgment,Absence of Bias / Stereotypes,1,QEC-c-3
Background and Colors,__DROP__,1,AUX-Other
Backtracking,__DROP__,1,AUX-Other
Avoidance of unwarranted generalizations,Absence of Additions (relative to input),1,QIC-c-2
Backward Chaining,__DROP__,1,AUX-Other
Bingo detection,__DROP__,1,AUX-Other
Body Behavior Awareness (BBA),__DROP__,1,AUX-Other
Bullet point numbering,Adherence to Style Guide,1,QEC-f-1
Bullet point usage,Adherence to Style Guide,1,QEC-f-1
Benefit presence,__DROP__,1,AUX-Other
Bias presence,Absence of Bias / Stereotypes,1,QEC-c-3
Bias type,__DROP__,1,AUX-Other
Biased attribution,Absence of Bias / Stereotypes,1,QEC-c-3
C1: Contains irrelevant content,Absence of Additions (relative to input),1,QIC-c-2
C3: Eliminates incorrect options,Functional Correctness,1,QEC-w-1
Carry-over correctness,Consistency with Input,1,QIC-c-3
Category Clarity,Clarity,1,QOG-w-5.1
Calculation error,Semantic Correctness,1,QOC-c-1
Calculation errors,Semantic Correctness,1,QOC-c-1
Calculation correctness,Factual Truth,1,QEC-c-1
Calculation/Comprehension,__DROP__,1,AUX-Other
Calculator Error,Semantic Correctness,1,QOC-c-1
Causality Significance,__DROP__,1,AUX-Other
Citation F1,__DROP__,1,AUX-Other
citation F1,__DROP__,1,AUX-Other
Character,__DROP__,1,AUX-Other
character,__DROP__,1,AUX-Other
"Character (names, actions, emotions)",Consistency with Input,1,QIC-c-3
Character Utterance,Appropriateness (outputs as a whole),1,QEG-w-2
Choice agreement,Classification Accuracy,1,QTC-w-1
Chronology,Wellorderedness,1,QOG-c-3.1
Character Behavior,Appropriateness (content/meaning),1,QEG-c-2
Clarity of Viewpoint,Clarity,1,QOG-w-5.1
Claim support,Usefulness for Task/Information Need,1,QEG-w-3.1
Chart Type,Consistency with Input,1,QIC-c-3
Chat capabilities,__DROP__,1,AUX-Other
Citation identification,__DROP__,1,AUX-Other
Code Generation,__DROP__,1,AUX-Other
Code correctness score based on error severity,Functional Correctness,1,QEC-w-1
Code snippet position,__DROP__,1,AUX-Other
Cognitive suitability,Appropriateness (outputs as a whole),1,QEG-w-2
Clinical accuracy,Factual Truth,1,QEC-c-1
Clinical meaningfulness,Usefulness for Task/Information Need,1,QEG-w-3.1
Code snippet presence,__DROP__,1,AUX-Other
Cognition Reframing,__DROP__,1,AUX-Other
Cognitive driver analysis,__DROP__,1,AUX-Other
Communication effectiveness,Ease of Communication,1,QEG-w-5.1
Comment inclusion,Absence of Omissions (relative to input),1,QIC-c-1
Code Clarity,Clarity,1,QOG-w-5.1
Code Comments,Informativeness,1,QOG-c-2
Code Execution,Functional Correctness,1,QEC-w-1
Code Exist,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Confidence Appropriateness,__DROP__,1,AUX-Other
Confidence in Matching,__DROP__,1,AUX-Other
Complexity of Code,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
Compliance with Constitutional Principles,Absence of Bias / Stereotypes,1,QEC-c-3
Compliance with policy-violating instruction,Refusal Appropriateness,1,QEC-w-2
Comprehensiveness & Diversity,__DROP__,1,AUX-Other
Concept coverage,Absence of Omissions (relative to input),1,QIC-c-1
Concept incorporation,Absence of Omissions (relative to input),1,QIC-c-1
Condition satisfaction,Consistency with Input,1,QIC-c-3
Constructive Support,Usefulness for Task/Information Need,1,QEG-w-3.1
Conflicting Error,__DROP__,1,AUX-Other
Conciseness and Precision,Nonredundancy (output as a whole),1,QOG-w-1
Consistency in applying criteria,__DROP__,1,AUX-Other
Consistency with UNSAT-core,Consistency with Input,1,QIC-c-3
Consistency with visual evidence,Relative Factual Accuracy,1,QEC-c-2
Constructive Value,Usefulness for Task/Information Need,1,QEG-w-3.1
Context Fidelity,Consistency with Input,1,QIC-c-3
Context Precision,Specificity/Non-specificity (relative to input),1,QIF-c-3
context precision,Specificity/Non-specificity (relative to input),1,QIF-c-3
Context Recall,Absence of Omissions (relative to input),1,QIC-c-1
Context misunderstanding,__DROP__,1,AUX-Other
Contextual and Legal Understanding,Appropriateness (outputs as a whole),1,QEG-w-2
Contextual consistency,Consistency with Input,1,QIC-c-3
Contextual understanding,Relevance to Input,1,QIG-c-3
Contextual Coherence,Coherence,1,QOG-c-3
Conversation revision quality,Relevance to Input,1,QIG-c-3
Conversation-level SE attempt detection,Classification Accuracy,1,QTC-w-1
Coordinates accuracy,Complete Target Output Matching,1,QTC-w-3
Core metric capabilities,__DROP__,1,AUX-Other
Conversational Flow (CF),Wellorderedness,1,QOG-c-3.1
conversational insightfulness,Informativeness,1,QOG-c-2
Contradictory Hallucination,Consistency with Input,1,QIC-c-3
Correct pun word identification,Complete Word Matching,1,QTC-w-3.1
Correct Filtering Conditions,Consistency with Input,1,QIC-c-3
Correct identification and correction of known knowledge errors (KKE),Factual Truth,1,QEC-c-1
Correct use of persuasive strategy,Appropriateness (outputs as a whole),1,QEG-w-2
Correctness of description-concept mapping,Relative Factual Accuracy,1,QEC-c-2
Correctness of drug recommendation,Factual Truth,1,QEC-c-1
Correctness of legal article references,Factual Truth,1,QEC-c-1
Counterfactual,Quality as Explanation of Input,1,QIG-w-3
Coverage of Diverse Values,Coverage of Topics (given in input),1,QIC-c-4
Correction guidance,Goodness as Explanation of System Behaviour,1,QEG-w-4
Correctness and Fidelity,Consistency with Input,1,QIC-c-3
Correctness of Action,Functional Correctness,1,QEC-w-1
Critical Thinking,__DROP__,1,AUX-Other
Cross-Sentence Coreference Resolution,__DROP__,1,AUX-Other
Correctness of the response,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Cultural adherentness,Appropriateness (outputs as a whole),1,QEG-w-2
Cultural alignment,Appropriateness (outputs as a whole),1,QEG-w-2
cultural alignment,Appropriateness (outputs as a whole),1,QEG-w-2
Cultural Conflict Management,Appropriateness (outputs as a whole),1,QEG-w-2
Cultural Discrepancy,Appropriateness (outputs as a whole),1,QEG-w-2
Deficient label (yes/no),__DROP__,1,AUX-Other
definition accuracy,Factual Truth,1,QEC-c-1
Dangerousness,Absence of Toxic / Harmful Content,1,QOC-c-2
Date Errors,Factual Truth,1,QEC-c-1
deal achievement,Usefulness for Task/Information Need,1,QEG-w-3.1
Deception level,Factual Truth,1,QEC-c-1
Detail Level,Complexity/Non-complexity (content/meaning),1,QOF-c-3
Detail level of unsafe content,Absence of Toxic / Harmful Content,1,QOC-c-2
Depth & Essentiality,Informativeness,1,QOG-c-2
Demographic subcategory identification,__DROP__,1,AUX-Other
Denial,Refusal Appropriateness,1,QEC-w-2
disambiguation accuracy,Meaning Accuracy,1,QTC-c-1
Details,__DROP__,1,AUX-Other
Development and Support,__DROP__,1,AUX-Other
Dimension-wise completeness,Absence of Omissions (relative to input),1,QIC-c-1
Directness,Clarity,1,QOG-w-5.1
Directness of answer,Degree to which Output Answers Question in Input,1,QIG-w-2
