original,normalized,count,qcet_id
absence of explicit leakage,__DROP__,1,AUX-Other
Wrong part-of-speech,Grammaticality,1,QOC-f-1
Wrong preposition,Grammaticality,1,QOC-f-1
absolute difference to target value,Complete Target Output Matching,1,QTC-w-3
Wrong Premise Right Conclusion (WR),Semantic Correctness,1,QOC-c-1
Wrong Premise Wrong Conclusion (WW),Semantic Correctness,1,QOC-c-1
Wrong Reasoning,Semantic Correctness,1,QOC-c-1
Wrong language,Grammaticality,1,QOC-f-1
wrong language,Grammaticality,1,QOC-f-1
abruptness,Fluency,1,QOG-w-3
action matching,Complete Target Output Matching,1,QTC-w-3
active listening,Detectability of Speaker/Author Trait,1,QEF-w-5
address handling correctness,Complete Target Output Matching,1,QTC-w-3
action depiction accuracy,Factual Truth,1,QEC-c-1
accuracy of importance ranking,Complete Target Output Matching,1,QTC-w-3
accuracy of question decomposition,Complete Target Output Matching,1,QTC-w-3
accuracy of terminology localization,Translation Accuracy,1,QIC-w-1
added vs. changed classification,__DROP__,1,AUX-Other
additional information about people,__DROP__,1,AUX-Other
accuracy of GPT-4o's judgment,Correctness of Outputs (outputs as a whole),1,QOC-w-1
absence of misleading/contradictory/irrelevant information,Factual Truth,1,QEC-c-1
absence of non-target information,Absence of Additions (relative to input),1,QIC-c-2
absence of undesired changes,Consistency with Input,1,QIC-c-3
adequate context,Informativeness,1,QOG-c-2
adequate splitting,__DROP__,1,AUX-Other
adherence to skeptical/credulous reasoning mode,Adherence to Style Guide,1,QEC-f-1
adherence to template,Adherence to Style Guide,1,QEC-f-1
adhesion,Adherence to Style Guide,1,QEC-f-1
admissibility,Correctness of Outputs (outputs as a whole),1,QOC-w-1
adherence to intention,Consistency with Input,1,QIC-c-3
adherence to plan,Consistency with Input,1,QIC-c-3
advice refusal,Refusal Appropriateness,1,QEC-w-2
advisement,__DROP__,1,AUX-Other
adherence to guidelines,Adherence to Style Guide,1,QEC-f-1
agreement on argument components,__DROP__,1,AUX-Other
alignment with intent,Appropriateness of System Response Type,1,QIG-f-1
alignment with intuition,__DROP__,1,AUX-Other
alignment with persona,Detectability of Speaker/Author Trait,1,QEF-w-5
agreement consistency,Internal Consistency of Outputs,1,QOG-c-4
agreement with detector,Classification Accuracy,1,QTC-w-1
algorithm problem solution,Functional Correctness,1,QEC-w-1
aligned image relevance,Relevance to Input,1,QIG-c-3
aligned with the image,Relevance to Input,1,QIG-c-3
alignment accuracy,Sequence Alignment Accuracy,1,QTC-w-5
alignment correctness,Sequence Alignment Accuracy,1,QTC-w-5
alignment of answer decomposition for the task of attribution,Consistency with Input,1,QIC-c-3
agreement on argument relations,Parse Accuracy (with references),1,QTC-w-6
agreement with AI advice,Relative Factual Accuracy,1,QEC-c-2
agreement with LLM-based correctness assessment,Relative Factual Accuracy,1,QEC-c-2
affective attitude,Effect on User Emotion,1,QEF-w-3
affective state identification,Classification Accuracy,1,QTC-w-1
alignment with human preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
alignment with intended bias,Consistency with Input,1,QIC-c-3
alignment with target value distribution,__DROP__,1,AUX-Other
alignment with traveler personas,Appropriateness (outputs as a whole),1,QEG-w-2
aligns with taxonomy,Adherence to Style Guide,1,QEC-f-1
allocational harm,__DROP__,1,AUX-Other
alternative to mouse and keyboard,__DROP__,1,AUX-Other
ambiguity capture,__DROP__,1,AUX-Other
ambiguity impact on performance,__DROP__,1,AUX-Other
annotation time,__DROP__,1,AUX-Other
anomalies,Correctness of Outputs (outputs as a whole),1,QOC-w-1
answer attribution,__DROP__,1,AUX-Other
anaphora,Cohesiveness,1,QOG-c-3.2
alignment with prompts,Consistency with Input,1,QIC-c-3
anticipation,__DROP__,1,AUX-Other
application of therapy technique,Functional Correctness,1,QEC-w-1
appraisal accuracy,Factual Truth,1,QEC-c-1
appropriate reasoning steps,Coherence,1,QOG-c-3
analytical reasoning,Coherence,1,QOG-c-3
amount of additional information,Nonredundancy (content/meaning),1,QOG-c-1
amount of information,Informativeness,1,QOG-c-2
analogical similarity,__DROP__,1,AUX-Other
answer justification,Quality as Explanation of Input,1,QIG-w-3
answerable from single continuous span,__DROP__,1,AUX-Other
answered_by_elaboration,__DROP__,1,AUX-Other
annotation confidence,__DROP__,1,AUX-Other
annotation quality,__DROP__,1,AUX-Other
association,Cohesiveness,1,QOG-c-3.2
associative empathy,Empathy / Emotional Appropriateness,1,QEF-w-11
atomicity,__DROP__,1,AUX-Other
attitude flow coherence,Internal Consistency of Outputs,1,QOG-c-4
argument selection,Relevance to Input,1,QIG-c-3
associated span detection,Sequence Labelling Accuracy,1,QTC-w-2
aspect,__DROP__,1,AUX-Other
aspect informativeness,Informativeness,1,QOG-c-2
aspect specificity,__DROP__,1,AUX-Other
assemblability possibility,Functional Correctness,1,QEC-w-1
argument span correctness,Sequence Labelling Accuracy,1,QTC-w-2
arousal,Effect on User Emotion,1,QEF-w-3
arousal statistics,__DROP__,1,AUX-Other
appropriateness of pseudo-label,Appropriateness (content/meaning),1,QEG-c-2
attraction,Engagingness/Interestingness,1,QEF-w-10
attribute alignment,Control over Multiple Attributes,1,QIF-w-5
attribute selection,__DROP__,1,AUX-Other
attribution helpfulness,Usefulness for Task/Information Need,1,QEG-w-3.1
audio clarity,Speech Quality,1,QOG-f-2
audio misunderstanding detection,__DROP__,1,AUX-Other
audio similarity,Similarity to Target Outputs (form),1,QTG-f-1
attack success rate,__DROP__,1,AUX-Other
attacking efficiency,__DROP__,1,AUX-Other
authenticity to LLM capabilities,Likelihood According to External Model,1,QEF-w-9
authorship likelihood,Likelihood According to External Model,1,QEF-w-9
best continuation,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
best representation of metaphor meaning,Consistency with Input,1,QIC-c-3
better,Overall Quality / Preference,1,AUX-OverallQuality
better or equal to human,Overall Quality / Preference,1,AUX-OverallQuality
background,__DROP__,1,AUX-Other
background clutter,Nonredundancy (output as a whole),1,QOG-w-1
beginning,__DROP__,1,AUX-Other
biased,Absence of Bias / Stereotypes,1,QEC-c-3
bidirectional entailment,__DROP__,1,AUX-Other
belief state faithfulness,Consistency with Input,1,QIC-c-3
backstory plausibility,Factual Truth,1,QEC-c-1
bad triplet,__DROP__,1,AUX-Other
broad,Specificity/Non-specificity (relative to input),1,QIF-c-3
bucket assignment,Classification Accuracy,1,QTC-w-1
biochemical interaction,__DROP__,1,AUX-Other
caption quality,Overall Quality / Preference,1,AUX-OverallQuality
certainty,__DROP__,1,AUX-Other
block type suitability,Appropriateness of System Response Type,1,QIG-f-1
casualness,Formality/Informality,1,QOF-f-4
body part movements,__DROP__,1,AUX-Other
clarity/grammar,__DROP__,1,AUX-Other
citation utility,Usefulness for Task/Information Need,1,QEG-w-3.1
causal relationships,Meaning Accuracy,1,QTC-c-1
causal terms identification,Complete Target Output Matching,1,QTC-w-3
cause of death revealed,Absence of Omissions (relative to input),1,QIC-c-1
chaotic scenes,Coherence,1,QOG-c-3
character attribute extraction,Complete Target Output Matching,1,QTC-w-3
choice/weak reasoning,Semantic Correctness,1,QOC-c-1
character presence,__DROP__,1,AUX-Other
character relation similarity,__DROP__,1,AUX-Other
capture of main differentiator,Absence of Omissions (relative to input),1,QIC-c-1
care,Empathy / Emotional Appropriateness,1,QEF-w-11
case error,Spelling Accuracy,1,QOC-f-2
causal relationship correctness,Factual Truth,1,QEC-c-1
claim check-worthiness,__DROP__,1,AUX-Other
clarity of intended relation type,Clarity,1,QOG-w-5.1
clarity of reasoning,Clarity,1,QOG-w-5.1
clinically insignificant,Usefulness for Task/Information Need,1,QEG-w-3.1
clinically significant,Usefulness for Task/Information Need,1,QEG-w-3.1
close vs. far analogy,__DROP__,1,AUX-Other
closed-set,__DROP__,1,AUX-Other
code-switching ability,Control over Style,1,QIF-f-2
coding style similarity,Similarity/Dissimilarity to Non-target Reference (form),1,QEF-f-1
cognitive effort,Speed of Understanding,1,QOG-w-5.1.1
cluster assignment correctness,Classification Accuracy,1,QTC-w-1
cluster matching,Classification Accuracy,1,QTC-w-1
cluster membership identification,Classification Accuracy,1,QTC-w-1
cluster relatedness,__DROP__,1,AUX-Other
co-reference,__DROP__,1,AUX-Other
clear explanation,Clarity,1,QOG-w-5.1
clearness of theme,Coherence,1,QOG-c-3
clinical alignment,Relative Factual Accuracy,1,QEC-c-2
color fidelity,__DROP__,1,AUX-Other
comfort (human),User Satisfaction as Affected by Outputs,1,QEG-w-6
comfort (machine),Performance of an Embedding/Downstream System/Component,1,QEG-w-8
coherent diversity,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
collision avoidance,Internal Consistency of Outputs,1,QOG-c-4
coherence with commonsense,Factual Truth,1,QEC-c-1
comment,__DROP__,1,AUX-Other
commenting support,__DROP__,1,AUX-Other
commonsense validity,Factual Truth,1,QEC-c-1
commonsense plausibility,Factual Truth,1,QEC-c-1
commonsense satisfaction,Factual Truth,1,QEC-c-1
community benefit,__DROP__,1,AUX-Other
commonsensible,Factual Truth,1,QEC-c-1
commonsensical,Factual Truth,1,QEC-c-1
communal,Appropriateness (outputs as a whole),1,QEG-w-2
communication of consequence,Informativeness,1,QOG-c-2
common phrases,__DROP__,1,AUX-Other
common sense reasoning,Factual Truth,1,QEC-c-1
common-sense sensitivity,Factual Truth,1,QEC-c-1
commonsense inference,Factual Truth,1,QEC-c-1
commonsense knowledge alignment,Factual Truth,1,QEC-c-1
community membership,Appropriateness (outputs as a whole),1,QEG-w-2
comparability,__DROP__,1,AUX-Other
comparable content,__DROP__,1,AUX-Other
comparison set identification correctness,Classification Accuracy,1,QTC-w-1
concept preservation rate,Absence of Omissions (relative to input),1,QIC-c-1
concept understanding,__DROP__,1,AUX-Other
concept-level clustering,__DROP__,1,AUX-Other
concise,Nonredundancy (form),1,QOG-f-1
comparison to baseline,Overall Quality / Preference,1,AUX-OverallQuality
comparisons,__DROP__,1,AUX-Other
complete dead code removal,Absence of Omissions (relative to input),1,QIC-c-1
complete misunderstanding,Semantic Correctness,1,QOC-c-1
compositional,__DROP__,1,AUX-Other
comprehension impact,Effect on User Behaviour,1,QEF-w-2
comprehension type,__DROP__,1,AUX-Other
completeness of the argument,Informativeness,1,QOG-c-2
conflict type,__DROP__,1,AUX-Other
conflicting logic,Internal Consistency of Outputs,1,QOG-c-4
completeness of implicit CSK,Absence of Omissions (relative to input),1,QIC-c-1
completeness of reasoning,Absence of Omissions (relative to input),1,QIC-c-1
completeness of solution steps,Absence of Omissions (relative to input),1,QIC-c-1
confidence improvement,__DROP__,1,AUX-Other
confidence in correctness,__DROP__,1,AUX-Other
condescension,Detectability of Speaker/Author Stance,1,QEF-w-4
completion rate,__DROP__,1,AUX-Other
compliance with unambiguous version,Consistency with Input,1,QIC-c-3
compression rate,__DROP__,1,AUX-Other
consistency with reference,Similarity to Target Outputs (content/meaning),1,QTG-c-1
constraint presence,Absence of Omissions (relative to input),1,QIC-c-1
constructive,Usefulness for Task/Information Need,1,QEG-w-3.1
consistency with role instructions,Consistency with Input,1,QIC-c-3
consistency with domain knowledge,Factual Truth,1,QEC-c-1
consistency with extensions,__DROP__,1,AUX-Other
consistency with image,Consistency with Input,1,QIC-c-3
consistency with instructions,Consistency with Input,1,QIC-c-3
consistency with knowledge base (KBI),Relative Factual Accuracy,1,QEC-c-2
consistency with medical consensus,Relative Factual Accuracy,1,QEC-c-2
confidence in recommendations,Detectability of Speaker/Author Trait,1,QEF-w-5
confirmation,Appropriateness of System Response Type,1,QIG-f-1
conflicts,Internal Consistency of Outputs,1,QOG-c-4
confusions,Clarity,1,QOG-w-5.1
consistency with sample-level labels,Consistency with Input,1,QIC-c-3
consistency with subgoal,Consistency with Input,1,QIC-c-3
consistency with user profile,Consistency with Input,1,QIC-c-3
content representation accuracy,Semantic Correctness,1,QOC-c-1
content non-hallucination,Absence of Additions (relative to input),1,QIC-c-2
content selection,Absence of Omissions (relative to input),1,QIC-c-1
content verifiability errors,Factual Truth,1,QEC-c-1
content/fact coverage,Coverage of Topics (given in input),1,QIC-c-4
context sufficiency,__DROP__,1,AUX-Other
contextual consideration,Relevance to Input,1,QIG-c-3
contextual integration,Coherence,1,QOG-c-3
context attribute extraction,__DROP__,1,AUX-Other
context attribution,Relative Factual Accuracy,1,QEC-c-2
context correctness,Consistency with Input,1,QIC-c-3
context dependence,__DROP__,1,AUX-Other
correct classification of unsafe content,Classification Accuracy,1,QTC-w-1
correct counterparts in predictions,Complete Target Output Matching,1,QTC-w-3
correct dialogue state tracking,Complete Target Output Matching,1,QTC-w-3
conversation trajectory understanding,__DROP__,1,AUX-Other
conversion correctness,Functional Correctness,1,QEC-w-1
contrast,__DROP__,1,AUX-Other
contrastiveness,__DROP__,1,AUX-Other
control-consistency,Consistency with Input,1,QIC-c-3
controllability accuracy,Consistency with Input,1,QIC-c-3
convincing,Effect on User Opinion,1,QEF-w-6
cooperativeness,Appropriateness (outputs as a whole),1,QEG-w-2
coordination,Cohesiveness,1,QOG-c-3.2
correct property,Factual Truth,1,QEC-c-1
correct representation of compound and sequential actions,Factual Truth,1,QEC-c-1
correctness (image),Factual Truth,1,QEC-c-1
correction independence,__DROP__,1,AUX-Other
correction of omissions,Absence of Omissions (relative to input),1,QIC-c-1
correct editing,Complete Target Output Matching,1,QTC-w-3
correct hallucination type,Absence of Additions (relative to input),1,QIC-c-2
correctness of regex with respect to description,Functional Correctness,1,QEC-w-1
correlation with human judgments,__DROP__,1,AUX-Other
correctness of expression tree,Complete Target Output Matching,1,QTC-w-3
contradicting information,Factual Truth,1,QEC-c-1
conversation fit,Appropriateness of System Response Type,1,QIG-f-1
correctness in pinpointing false assumptions,Quality as Explanation of Input,1,QIG-w-3
correctness of delexicalization,Semantic Correctness,1,QOC-c-1
correct hand assignment,Factual Truth,1,QEC-c-1
correct split,Factual Truth,1,QEC-c-1
correct split placement,Factual Truth,1,QEC-c-1
correct template,Conformance to Syntactic Structure (given in input),1,QIC-f-1
correctness of gendered word use,Factual Truth,1,QEC-c-1
correctness of logical reasoning,Semantic Correctness,1,QOC-c-1
correctness of statements,Factual Truth,1,QEC-c-1
correctness of the update,Consistency with Input,1,QIC-c-3
criticality,__DROP__,1,AUX-Other
critique_quality,__DROP__,1,AUX-Other
creative quality rating,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
crime scene revealed,__DROP__,1,AUX-Other
de-stigmatization,Absence of Bias / Stereotypes,1,QEC-c-3
cultural specificity,Appropriateness (outputs as a whole),1,QEG-w-2
culturally plausible,Appropriateness (outputs as a whole),1,QEG-w-2
debugging efficiency,Task Completion Speed,1,QEG-w-5.2
coverage of important constraints,Absence of Omissions (relative to input),1,QIC-c-1
coverage of mandatory constraints,Absence of Omissions (relative to input),1,QIC-c-1
cyclic vs. non-cyclic process,__DROP__,1,AUX-Other
dangerous language,Absence of Toxic / Harmful Content,1,QOC-c-2
data ownership,__DROP__,1,AUX-Other
data quality assurance,__DROP__,1,AUX-Other
de-contextualized,Appropriateness (outputs as a whole),1,QEG-w-2
coverage of optional constraints,Absence of Omissions (relative to input),1,QIC-c-1
coverage of salient information,Absence of Omissions (relative to input),1,QIC-c-1
depth of analysis,Complexity/Non-complexity (content/meaning),1,QOF-c-3
depth of reasoning,Complexity/Non-complexity (content/meaning),1,QOF-c-3
design quality,__DROP__,1,AUX-Other
desired change performed,Effect on User Behaviour,1,QEF-w-2
detail balance,__DROP__,1,AUX-Other
detail completeness,Absence of Omissions (relative to input),1,QIC-c-1
detailed description,__DROP__,1,AUX-Other
detecting invalid options,Functional Correctness,1,QEC-w-1
detection,__DROP__,1,AUX-Other
decision confidence,__DROP__,1,AUX-Other
decision revision,Effect on User Behaviour,1,QEF-w-2
decision time,Task Completion Speed,1,QEG-w-5.2
decision-making autonomy,__DROP__,1,AUX-Other
diacritization,Spelling Accuracy,1,QOC-f-2
dialog-target success rate,Functional Correctness,1,QEC-w-1
different name with similar sounds,__DROP__,1,AUX-Other
different relations,Diversity/Non-diversity (content/meaning),1,QOF-c-1
different word choice,Diversity/Non-diversity (form),1,QOF-f-1
differentiation of study arms,__DROP__,1,AUX-Other
difficulty rating,Complexity/Non-complexity (content/meaning),1,QOF-c-3
definition,__DROP__,1,AUX-Other
degeneracies,Nonredundancy (output as a whole),1,QOG-w-1
deletion/substitution error,Complete Target Output Matching,1,QTC-w-3
dialectical quality,Coherence,1,QOG-c-3
dialogue efficiency,Task Completion Speed,1,QEG-w-5.2
dialogue quality,Overall Quality / Preference,1,AUX-OverallQuality
dialogue success,Usefulness for Task/Information Need,1,QEG-w-3.1
dialogue success (both agents select the same dot),Usefulness for Task/Information Need,1,QEG-w-3.1
dimension relevance,Relevance to Input,1,QIG-c-3
direct refusal,Refusal Appropriateness,1,QEC-w-2
direct verifiability,__DROP__,1,AUX-Other
disambiguation preference,__DROP__,1,AUX-Other
disclosure,__DROP__,1,AUX-Other
disclosure of correct answer,Degree to which Output Answers Question in Input,1,QIG-w-2
discourse relation validity,Coherence,1,QOG-c-3
discourse role assignment,Semantic Correctness,1,QOC-c-1
discriminability,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
difficulty inferring ingredient amounts,Understandability,1,QOG-w-5
difficulty of execution,Task Completion Speed,1,QEG-w-5.2
difficulty of locating information,Clarity,1,QOG-w-5.1
difficulty of organizing content,Wellorderedness,1,QOG-c-3.1
difficulty of recognition,Clarity,1,QOG-w-5.1
discriminatory stereotypes,Absence of Bias / Stereotypes,1,QEC-c-3
disease correspondence,Factual Truth,1,QEC-c-1
distractibility,Ease of Communication,1,QEG-w-5.1
distribution estimation,Likelihood According to External Model,1,QEF-w-9
dislike,Effect on User Opinion,1,QEF-w-6
dislike current topics,Effect on User Opinion,1,QEF-w-6
dissimilar relations,Diversity/Non-diversity (content/meaning),1,QOF-c-1
distinction between multiple-answer options,Clarity,1,QOG-w-5.1
domain adherence,Appropriateness (outputs as a whole),1,QEG-w-2
diversity of generated puns,Diversity/Non-diversity (content/meaning),1,QOF-c-1
ease of following,Clarity,1,QOG-w-5.1
edge case failures,Correctness of Outputs (outputs as a whole),1,QOC-w-1
edification,Informativeness,1,QOG-c-2
edit intention classification,Classification Accuracy,1,QTC-w-1
edit-level quality,__DROP__,1,AUX-Other
effectiveness direction,__DROP__,1,AUX-Other
emotion category,__DROP__,1,AUX-Other
emotion classification,__DROP__,1,AUX-Other
emotion expression,Detectability of Speaker/Author Trait,1,QEF-w-5
emotion faithfulness,Consistency with Input,1,QIC-c-3
emotion vs mood,__DROP__,1,AUX-Other
dominance,Win Rate,1,QEG-w-10
duplicated input,Absence of Additions (relative to input),1,QIC-c-2
duration,__DROP__,1,AUX-Other
ease,Ease of Communication,1,QEG-w-5.1
ease of answering with web search,Usefulness for Task/Information Need,1,QEG-w-3.1
ease of answering without web search,Usefulness for Task/Information Need,1,QEG-w-3.1
editability,System Usability as Affected by Outputs,1,QEG-w-5
editing cost,Task Completion Speed,1,QEG-w-5.2
empathy accuracy,Empathy / Emotional Appropriateness,1,QEF-w-11
emphasis of positive aspects,Control over Sentiment,1,QIF-w-2
encouragement of unprofessional actions,Effect on User Behaviour,1,QEF-w-2
emotional support quality,Empathy / Emotional Appropriateness,1,QEF-w-11
emotional-awareness,Detectability of Speaker/Author Trait,1,QEF-w-5
emotional/empathetic coverage,__DROP__,1,AUX-Other
enough split,__DROP__,1,AUX-Other
entity disambiguation,Clarity of Referents,1,QEG-w-7
entity inclusion,Absence of Omissions (relative to input),1,QIC-c-1
entity linking correctness,Classification Accuracy,1,QTC-w-1
emotional connection,Effect on User Emotion,1,QEF-w-3
elaboration-like,Complexity/Non-complexity (content/meaning),1,QOF-c-3
emotional expressiveness,Detectability of Speaker/Author Trait,1,QEF-w-5
end with non-positive responses,Control over Sentiment,1,QIF-w-2
engaged,Engagingness/Interestingness,1,QEF-w-10
entity salience,Informativeness,1,QOG-c-2
entity specificity and semantic precision,Informativeness,1,QOG-c-2
entity type labeling,Classification Accuracy,1,QTC-w-1
entity-specificity,Informativeness,1,QOG-c-2
entry rate (wpm),Task Completion Speed,1,QEG-w-5.2
essential information,Absence of Omissions (relative to input),1,QIC-c-1
essential object relationships,Absence of Omissions (relative to input),1,QIC-c-1
ethical adherence,__DROP__,1,AUX-Other
error explanation quality,Goodness as Explanation of System Behaviour,1,QEG-w-4
equivalent,Complete Target Output Matching,1,QTC-w-3
error severity rating,Correctness of Outputs (outputs as a whole),1,QOC-w-1
error span annotation,__DROP__,1,AUX-Other
error span identification correctness,Classification Accuracy,1,QTC-w-1
error count per category,Correctness of Outputs (outputs as a whole),1,QOC-w-1
entity mapping consistency,Internal Consistency of Outputs,1,QOG-c-4
entity recognition,__DROP__,1,AUX-Other
entity redundancy,Nonredundancy (content/meaning),1,QOG-c-1
entity relevance,Relevance to Input,1,QIG-c-3
error presence,Correctness of Outputs (outputs as a whole),1,QOC-w-1
ethical appropriateness,Appropriateness (content/meaning),1,QEG-c-2
event sequence,__DROP__,1,AUX-Other
event specificity,__DROP__,1,AUX-Other
evidence selection,Coverage of Topics (given in input),1,QIC-c-4
event commonsense,Factual Truth,1,QEC-c-1
event occurrence,Absence of Omissions (relative to input),1,QIC-c-1
event presence,Absence of Omissions (relative to input),1,QIC-c-1
error type alignment,__DROP__,1,AUX-Other
error type sensitivity,__DROP__,1,AUX-Other
exam scoring rules,__DROP__,1,AUX-Other
example,__DROP__,1,AUX-Other
event temporal relation annotation,Classification Accuracy,1,QTC-w-1
event trigger identification,Complete Word Matching,1,QTC-w-3.1
evidence revealed,Absence of Omissions (relative to input),1,QIC-c-1
example accuracy,Classification Accuracy,1,QTC-w-1
excessive noise,Correctness of Outputs (outputs as a whole),1,QOC-w-1
excessive refusal,Refusal Appropriateness,1,QEC-w-2
exchangeability,Humanlikeness,1,QOG-w-4
evidence sufficiency,Informativeness,1,QOG-c-2
explanation plausibility,Quality as Explanation of Input,1,QIG-w-3
explanation_score,__DROP__,1,AUX-Other
expectedness,Naturalness (outputs as a whole),1,QEG-w-1
explanation accuracy,Quality as Explanation of Input,1,QIG-w-3
explanation adequacy,Quality as Explanation of Input,1,QIG-w-3
explicitly conveyed,Clarity,1,QOG-w-5.1
explicitness,Clarity,1,QOG-w-5.1
expressibility in scene graph format,__DROP__,1,AUX-Other
expression error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
extensibility,__DROP__,1,AUX-Other
extra words,Nonredundancy (form),1,QOG-f-1
fact number correctness,Factual Truth,1,QEC-c-1
fact preservation,Consistency with Input,1,QIC-c-3
fact selection,__DROP__,1,AUX-Other
facet coverage,Coverage of Topics (given in input),1,QIC-c-4
fact coverage,Absence of Omissions (relative to input),1,QIC-c-1
fact matching,Meaning Accuracy,1,QTC-c-1
extrinsic errors,Factual Truth,1,QEC-c-1
eye movements,__DROP__,1,AUX-Other
extra words at the end,Nonredundancy (form),1,QOG-f-1
extraction fidelity,Consistency with Input,1,QIC-c-3
extraneous information,Absence of Additions (relative to input),1,QIC-c-2
factual correctness (inferred facts),Factual Truth,1,QEC-c-1
factual correctness and completeness,__DROP__,1,AUX-Other
factual preservation,Consistency with Input,1,QIC-c-3
factuality change,Consistency with Input,1,QIC-c-3
faithfulness (intrinsic errors),Consistency with Input,1,QIC-c-3
false negative,Classification Accuracy,1,QTC-w-1
false negatives,Classification Accuracy,1,QTC-w-1
false positives,Complete Target Output Matching,1,QTC-w-3
familiarity of notation,Appropriateness (form),1,QEG-f-2
familiarity rating on 5-point Likert scale,Appropriateness (form),1,QEG-f-2
faithfulness to end user intention,Consistency with Input,1,QIC-c-3
faithfulness to original harmful intent,Consistency with Input,1,QIC-c-3
faithfulness to original meaning,Consistency with Input,1,QIC-c-3
faithfulness to predicted acts,Consistency with Input,1,QIC-c-3
fake news detection,__DROP__,1,AUX-Other
fixation,__DROP__,1,AUX-Other
fixation duration,__DROP__,1,AUX-Other
flagging behavior,Effect on User Behaviour,1,QEF-w-2
flaw_dimension,__DROP__,1,AUX-Other
flight score,__DROP__,1,AUX-Other
features affecting ease/hardness,Clarity,1,QOG-w-5.1
fine-grained AMR node/edge labels,Parse Accuracy (with references),1,QTC-w-6
fingerspelling detection accuracy,Sequence Labelling Accuracy,1,QTC-w-2
feminine verb form usage for female subjects,Grammaticality,1,QOC-f-1
figurativeness,Poeticness/Non-poeticness (content/meaning),1,QOF-c-2
filler naturalness,Naturalness (form),1,QEG-f-1
fine-grained,__DROP__,1,AUX-Other
feedback effectiveness,Usefulness for Task/Information Need,1,QEG-w-3.1
feedback on tool characteristics,__DROP__,1,AUX-Other
feedback-type,__DROP__,1,AUX-Other
first error step detection,Sequence Labelling Accuracy,1,QTC-w-2
fit to code difference,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
flow design,Coherence,1,QOG-c-3
fluency/naturalness,Fluency,1,QOG-w-3
focus on emotion cause words,__DROP__,1,AUX-Other
following all instructions,Consistency with Input,1,QIC-c-3
following rate,__DROP__,1,AUX-Other
format integrity,Conformance to Syntactic Structure (given in input),1,QIC-f-1
format usability,System Usability as Affected by Outputs,1,QEG-w-5
fostering the relationship,__DROP__,1,AUX-Other
frame assignment correctness,Parse Accuracy (with references),1,QTC-w-6
framing bias,Absence of Bias / Stereotypes,1,QEC-c-3
freedom from misleading language,Factual Truth,1,QEC-c-1
gender translation accuracy,Translation Accuracy,1,QIC-w-1
gender-age accuracy,Factual Truth,1,QEC-c-1
gender-fairness,Absence of Bias / Stereotypes,1,QEC-c-3
fairness of representation,Absence of Bias / Stereotypes,1,QEC-c-3
fulfillment of request,Relevance to Input,1,QIG-c-3
fulfillment of the goal,Usefulness for Task/Information Need,1,QEG-w-3.1
fulfillment of user query,Relevance to Input,1,QIG-c-3
full explanation of link,Quality as Explanation of Input,1,QIG-w-3
gathering information,__DROP__,1,AUX-Other
gender depiction accuracy,Absence of Bias / Stereotypes,1,QEC-c-3
gender inflection correctness,Grammaticality,1,QOC-f-1
frequency of encountering long documents,__DROP__,1,AUX-Other
functional activity,__DROP__,1,AUX-Other
functional roles of sentences,__DROP__,1,AUX-Other
functionality preservation,Functional Correctness,1,QEC-w-1
generic,Specificity/Non-specificity (relative to input),1,QIF-c-3
generality,__DROP__,1,AUX-Other
goal adherence,Relevance to Input,1,QIG-c-3
good English,Fluency,1,QOG-w-3
good response rate,__DROP__,1,AUX-Other
goodness,Overall Quality / Preference,1,AUX-OverallQuality
grammatical gender accuracy,Grammaticality,1,QOC-f-1
grammatical gender agreement,Grammaticality,1,QOC-f-1
grammatical/syntactic information,__DROP__,1,AUX-Other
grammatical fluency,Fluency,1,QOG-w-3
grade alignment,Appropriateness (outputs as a whole),1,QEG-w-2
grammatical coherence,Cohesiveness,1,QOG-c-3.2
hallucination error,Absence of Additions (relative to input),1,QIC-c-2
hallucination levels,Factual Truth,1,QEC-c-1
hard,__DROP__,1,AUX-Other
grounded and relevant explanations,Quality as Explanation of Input,1,QIG-w-3
grounding accuracy,Relative Factual Accuracy,1,QEC-c-2
grounding acts classification,Classification Accuracy,1,QTC-w-1
grounding in segments,__DROP__,1,AUX-Other
hard-coded data,__DROP__,1,AUX-Other
guidance presence,__DROP__,1,AUX-Other
hallucination cause categorization,__DROP__,1,AUX-Other
high-frequency,Diversity/Non-diversity (form),1,QOF-f-1
high-quality,Overall Quality / Preference,1,AUX-OverallQuality
history dependence,Relevance to Input,1,QIG-c-3
human-written vs. machine-perturbed,Non-AI Likeness,1,QOG-w-4.2
headline,__DROP__,1,AUX-Other
helpfulness vs harmfulness,Usefulness for Task/Information Need,1,QEG-w-3.1
hierarchy structure quality,Coherence,1,QOG-c-3
high tendency,__DROP__,1,AUX-Other
high-correlation,__DROP__,1,AUX-Other
homophone change identification,Classification Accuracy,1,QTC-w-1
headlinese,Control over Style,1,QIF-f-2
