raw_string,source,occurrences_llm,occurrences_human,chosen_id,chosen_name,chosen_type,chosen_source,stage1_qcet_id,stage1_qcet_fit,stage2_cluster_id,fit,construct,justification,cache_hit,error,override_applied
appropriate prescription,llm,1,0,QEG-c-2,Appropriateness (content/meaning),qcet,stage4_llm,,none,-1,strong,content suitability for context,Directly matches content appropriateness definition.,True,,
appropriate reasoning steps,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,strong,logical flow of content,Reasoning steps directly contribute to coherent output structure.,True,,
analytical querying support,llm,1,0,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,QEG-w-3.1,partial,-1,partial,support for analytical tasks,Relates to usefulness in specific query-based analytical tasks.,True,,
analytical reasoning,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,partial,logical flow of reasoning,Analytical reasoning requires coherent content structure.,True,,
amount of additional information,human,0,1,QOG-c-1,Nonredundancy (content/meaning),qcet,stage4_llm,QOG-c-1,partial,-1,partial,avoidance of redundant content,Excess information relates to content redundancy.,True,,
amount of information,human,0,1,QOG-c-2,Informativeness,qcet,stage4_llm,QOG-c-2,partial,-1,strong,quantity of meaningful content,Directly measures information density in outputs.,True,,
analogical similarity,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,analogy-based comparison metric,No QCET leaf covers analogical relationships.,True,,
answer support,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-1,partial,-1,partial,output consistency with input,Focuses on alignment between answer and input evidence.,True,,
answer justification,human,0,1,QIG-w-3,Quality as Explanation of Input,qcet,stage4_llm,QIG-w-3,partial,-1,strong,explanation quality for input,Directly matches justification as explanatory output.,True,,
answerable from single continuous span,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,input property for QA,"Describes input structure, not output quality.",True,,
answered_by_elaboration,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,answer delivery method,"Characterizes response style, not measurable quality.",True,,
antecedent basis,llm,1,0,QTC-w-6,Parse Accuracy (with references),qcet,stage4_llm,QTC-w-6,partial,-1,strong,parse alignment accuracy,Assesses coreference resolution against references.,True,,
angry tone,llm,1,0,QIF-w-5,Control over Multiple Attributes,qcet,stage4_llm,QIF-w-5,partial,-1,strong,control over emotional tone,Tone is an attribute controllable via input specifications.,True,,
annotation confidence,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,annotator self-assessment reliability,"Measures annotator certainty, not output quality.",True,,
annotation quality,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,quality of reference texts,"Evaluates reference data, not system outputs.",True,,
analogy correctness,llm,1,0,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,strong,semantic validity of analogies,Directly assesses semantic accuracy of relationships.,True,,
analysis completeness,llm,1,0,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,strong,coverage of input aspects,Completeness implies no missing input-derived content.,True,,
association,human,0,1,QOG-c-3.2,Cohesiveness,qcet,stage4_llm,,none,-1,strong,Linking of content elements,Association implies connections between ideas.,True,,
associative empathy,human,0,1,QEF-w-11,Empathy / Emotional Appropriateness,qcet,stage4_llm,QEF-w-5,partial,-1,partial,Appropriate emotional response,Empathy relates to emotional appropriateness despite 'associative' modifier.,True,,
atomicity,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,Extraction noise / non-criterion,Database term not fitting QCET framework.,True,,
attitude flow coherence,human,0,1,QOG-c-4,Internal Consistency of Outputs,qcet,stage4_llm,QOG-c-3,partial,-1,strong,Consistency in content/meaning,Attitude flow coherence directly implies consistent emotional tone.,True,,
attitude flow consistency,llm,1,0,QOG-c-4,Internal Consistency of Outputs,qcet,stage4_llm,QOG-c-4,partial,-1,strong,Consistency in content/meaning,Explicitly targets consistency of emotional attitudes.,True,,
argument completeness,llm,1,0,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,completeness of content units,Focuses on missing arguments as omissions relative to input.,True,,
argument selection,human,0,1,QIG-c-3,Relevance to Input,qcet,stage4_llm,,none,-1,partial,relevance of content to input,Selection implies choosing relevant arguments from input.,True,,
assessment of goal feasibility,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,,none,-1,partial,consistency with input information,Feasibility assessment must align with input constraints.,True,,
assessment score,llm,1,0,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,,none,-1,partial,holistic quality judgment,Vague term suggesting undifferentiated quality rating.,True,,
associated span detection,human,0,1,QTC-w-2,Sequence Labelling Accuracy,qcet,stage4_llm,,none,-1,strong,accuracy of sequence labels,Directly matches span detection as label sequence accuracy.,True,,
artistic style identification,llm,1,0,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage4_llm,QEF-w-5,partial,-1,partial,detection of artistic traits,Artistic style is a specific trait; QEF-w-5 covers broader trait detection.,True,,
aspect,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,extraction noise,Incomplete term; likely section header or extraction artifact.,True,,
aspect informativeness,human,0,1,QOG-c-2,Informativeness,qcet,stage4_llm,QOG-c-2,partial,-1,partial,aspect-specific information density,Focuses on informativeness but specialized to aspects; QOG-c-2 is general.,True,,
aspect specificity,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,precision of aspect details,No QCET leaf matches specificity about aspects; frame undefined.,True,,
assemblability possibility,human,0,1,QEC-w-1,Functional Correctness,qcet,stage4_llm,QEC-w-1,partial,-1,partial,functional assembly feasibility,Relates to functional outcomes but emphasizes possibility over correctness.,True,,
appropriateness of emotion prediction,llm,1,0,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,QEG-w-2,partial,-1,strong,contextual output appropriateness,Directly matches appropriateness for emotion outputs in context.,True,,
argument span correctness,human,0,1,QTC-w-2,Sequence Labelling Accuracy,qcet,stage4_llm,QTC-w-2,partial,-1,strong,accuracy of labeled sequences,Argument spans are sequence labels compared to targets.,True,,
arousal,human,0,1,QEF-w-3,Effect on User Emotion,qcet,stage4_llm,QEF-w-3,partial,-1,partial,user emotional intensity effect,Arousal is one dimension of emotional impact.,True,,
arousal statistics,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,statistical emotion metric,"Quantitative measure, not a quality criterion.",True,,
appropriateness of pseudo-label,human,0,1,QEG-c-2,Appropriateness (content/meaning),qcet,stage4_llm,QEG-c-2,partial,-1,strong,content relevance in context,Pseudo-label appropriateness aligns with content judgment.,True,,
attraction,human,0,1,QEF-w-10,Engagingness/Interestingness,qcet,stage4_llm,,none,-1,partial,user engagement with output,Attraction implies engagingness but is broader and less precise.,True,,
attribute alignment,human,0,1,QIF-w-5,Control over Multiple Attributes,qcet,stage4_llm,,none,-1,strong,control over multiple attributes,Direct synonym for aligning outputs to input-specified attributes.,True,,
attack detection,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,adversarial attack detection,Not a quality criterion; measures system security performance.,True,,
attack success,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,adversarial attack success rate,"Evaluates attack efficacy, not output quality.",True,,
attack success (generation of target harmful response),llm,1,0,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,QTC-w-3,partial,-1,partial,matching target harmful output,Aligns with target output matching but adds harmful context.,True,,
attribute controllability,llm,1,0,QIF-w-5,Control over Multiple Attributes,qcet,stage4_llm,QIF-w-5,partial,-1,partial,control over output attributes,Matches control of attributes relative to input specifications.,True,,
attribute correctness,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,partial,attribute alignment with input,Refers to correctness of attributes against input data.,True,,
attribute selection,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system attribute choice process,"Describes generation mechanics, not output quality.",True,,
avoidance of unrest,llm,1,0,QOC-c-2,Absence of Toxic / Harmful Content,qcet,stage4_llm,,none,-1,partial,prevention of harmful content,Unrest avoidance relates to harm reduction.,True,,
avoiding biased content,llm,1,0,QEC-c-3,Absence of Bias / Stereotypes,qcet,stage4_llm,,none,-1,strong,freedom from bias,Direct synonym for bias avoidance criterion.,True,,
attribution helpfulness,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,QEG-w-3.1,partial,-1,partial,usefulness of attributions,Focuses on attribution as a task-specific usefulness aspect.,True,,
audio clarity,human,0,1,QOG-f-2,Speech Quality,qcet,stage4_llm,QOG-f-2,partial,-1,strong,clarity of audio output,Directly measures speech clarity as a quality component.,True,,
audio misunderstanding detection,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system's misunderstanding detection capability,Functional system behavior not covered by QCET.,True,,
audio similarity,human,0,1,QTG-f-1,Similarity to Target Outputs (form),qcet,stage4_llm,QTG-f-1,partial,-1,partial,audio form similarity to targets,Audio form similarity without explicit target reference.,True,,
background knowledge required,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,input knowledge prerequisites,Not an output quality criterion.,True,,
attack success rate,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,adversarial attack effectiveness metric,"Measures success of attacks, not NLG output quality.",True,,
attacking efficiency,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,resource efficiency of attacks,"Assesses attack process efficiency, not output quality.",True,,
authenticity to LLM capabilities,human,0,1,QEF-w-9,Likelihood According to External Model,qcet,stage4_llm,,none,-1,partial,output probability under LLM,Relates to likelihood estimation using external models.,True,,
authorship likelihood,human,0,1,QEF-w-9,Likelihood According to External Model,qcet,stage4_llm,QEF-w-9,partial,-1,partial,probability under author model,Special case of external likelihood estimation.,True,,
average,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,arithmetic mean aggregation,"Not a criterion, likely metric aggregation.",True,,
benign vs malicious,llm,1,0,QOC-c-2,Absence of Toxic / Harmful Content,qcet,stage4_llm,,none,-1,strong,safety from harmful content,"Directly evaluates harmfulness, matching toxicity absence criterion.",True,,
best continuation,human,0,1,QTG-w-1,Similarity to Target Outputs (outputs as a whole),qcet,stage4_llm,,none,-1,partial,similarity to target text,Implies matching an ideal continuation but lacks explicit reference specification.,True,,
best representation of metaphor meaning,human,0,1,QIC-c-3,Consistency with Input,qcet,stage4_llm,QOG-c-2,partial,-1,strong,output-input meaning alignment,Assesses fidelity to input metaphor meaning as specified.,True,,
better,human,0,1,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,,none,-1,strong,holistic quality preference,Undefined criterion implies overall judgment without decomposition.,True,,
better or equal to human,human,0,1,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,QOG-w-4,partial,-1,strong,overall quality vs human,Holistic comparison to human performance without specific aspects.,True,,
background,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,section header or non-criterion,"Term likely refers to a paper section, not a measurable quality dimension.",True,,
background clutter,human,0,1,QOG-w-1,Nonredundancy (output as a whole),qcet,stage4_llm,QOG-w-1,partial,-1,partial,redundant background elements,"Clutter implies unnecessary repetition, aligning partially with nonredundancy.",True,,
beginning,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,section header or vague aspect,Lacks specificity; may indicate narrative structure but not a defined criterion.,True,,
behavior keyword correctness,llm,1,0,QIC-f-2,Inclusion of Keywords (given in input),qcet,stage4_llm,QIC-f-2,partial,-1,partial,correct keyword inclusion,"Focuses on input-specified keywords, though specialized to behavior context.",True,,
behavioral abnormality detection,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,task-specific performance metric,"Describes a detection task output, not a general NLG quality attribute.",True,,
belief confidence,llm,1,0,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage4_llm,QEF-w-5,partial,-1,strong,perceived speaker confidence level,Measures how confidently the system's beliefs appear to observers.,True,,
bias ratio,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,quantitative bias measurement metric,Statistical ratio doesn't match QCET's qualitative bias assessment.,True,,
biased,human,0,1,QEC-c-3,Absence of Bias / Stereotypes,qcet,stage4_llm,QIF-w-3,partial,1,partial,presence of unfair biases,Broader than bias inversion; matches general bias reduction.,True,,
bidirectional entailment,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,logical consistency metric,"Technical NLP metric, not a quality criterion.",True,,
belief state faithfulness,human,0,1,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,strong,output alignment with input beliefs,Directly measures adherence to input belief states.,True,,
backstory plausibility,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,realism of narrative elements,Plausibility relates to real-world truthfulness but focuses on narrative coherence.,True,,
bad triplet,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,technical data artifact,"Refers to dataset noise, not a quality criterion.",True,,
balanced reasoning justification,llm,1,0,QOG-c-4,Internal Consistency of Outputs,qcet,stage4_llm,,none,-1,partial,logical argument coherence,"Balanced reasoning implies consistent, non-contradictory content.",True,,
awareness of risk,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system's risk perception,Not covered by QCET taxonomy or auxiliary categories.,True,,
awkwardness,llm,1,0,QOG-w-3,Fluency,qcet,stage4_llm,QOG-w-3,partial,-1,strong,smoothness of expression,Awkwardness directly opposes fluent language production.,True,,
broad,human,0,1,QIF-c-3,Specificity/Non-specificity (relative to input),qcet,stage4_llm,,none,-1,partial,control over specificity relative to input,"Broadness relates to non-specificity, matching partial control aspect.",True,,
bucket assignment,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage4_llm,,none,-1,strong,accuracy of output class matching target,Bucket assignment directly measures classification correctness against targets.,True,,
built-in requirements,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,strong,output consistency with input constraints,Built-in requirements imply checking alignment with input specifications.,True,,
bio-entity match score,llm,1,0,QTC-w-2,Sequence Labelling Accuracy,qcet,stage4_llm,QTC-w-2,partial,-1,strong,accuracy of sequence labeling,Bio-entity matching is a sequence labeling task requiring target alignment.,True,,
biochemical interaction,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,extraction noise or topic reference,"String lacks evaluative dimension, likely context-specific noise.",True,,
caption quality,human,0,1,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,,none,-1,partial,holistic caption assessment,Broad quality term without specific decomposition.,True,,
celebrity mentions,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,presence of celebrity names,Content feature not matching QCET quality dimensions.,True,,
certainty,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,confidence level in output,No QCET leaf for confidence expressions.,True,,
certainty level,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,degree of expressed confidence,Similar to certainty; lacks QCET mapping.,True,,
challenge,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,output difficulty level,Ambiguous term not covered in QCET.,True,,
block type suitability,human,0,1,QIG-f-1,Appropriateness of System Response Type,qcet,stage4_llm,QIG-f-1,partial,-1,partial,suitability of response format,Relates to output type appropriateness relative to input.,True,,
body language,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,non-verbal communication cues,Not covered in QCET; out of scope for text NLG.,True,,
casualness,human,0,1,QOF-f-4,Formality/Informality,qcet,stage4_llm,QOF-f-4,partial,-1,strong,level of formality,Direct synonym for informality in output form.,True,,
catchphrase,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,memorable phrase quality,Ambiguous and not explicitly defined in QCET.,True,,
causal connections,llm,1,0,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,strong,logical content connectedness,Causal links directly indicate coherent relationships.,True,,
bias detection,llm,1,0,QEC-c-3,Absence of Bias / Stereotypes,qcet,stage4_llm,,none,-1,partial,bias in output,"Detects bias presence, mapping to absence criterion with shifted emphasis.",True,,
body part detection,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,automatic object detection metric,Task-specific metric unrelated to NLG quality criteria.,True,,
body part movements,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,task-specific motion metric,Not a standard NLG criterion; likely extraction noise.,True,,
bonus point coverage,llm,1,0,QIC-c-4,Coverage of Topics (given in input),qcet,stage4_llm,QIC-c-4,partial,-1,partial,input topic coverage,Bonus points as input topics align with coverage criterion.,True,,
booking correctness,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,strong,factual accuracy,Directly measures real-world accuracy in booking context.,True,,
character strengths,llm,1,0,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage4_llm,,none,-1,partial,detectability of character traits,Relates to traits conveyed in outputs but broader than QCET's speaker focus.,True,,
clarity/grammar,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,compound criterion: clarity + grammar,Combines QOG-w-5.1 (clarity) and QOC-f-1 (grammar); no single leaf fits.,True,,
class membership,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage4_llm,,none,-1,strong,correctness of class assignment,Directly matches accuracy relative to target class outputs.,True,,
classification confidence,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system confidence metric,"Measures model certainty, not output quality per QCET.",True,,
citation utility,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,QEG-w-3.1,partial,-1,partial,task-specific usefulness,Citations are a specific case of task utility per hint.,True,,
causal relationships,human,0,1,QTC-c-1,Meaning Accuracy,qcet,stage4_llm,,none,-1,partial,correctness of causal links,Assesses if outputs correctly represent cause-effect relations relative to target content.,True,,
causal terms identification,human,0,1,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,QTC-w-3,partial,-1,partial,accuracy of identified terms,Measures how well extracted terms match target outputs despite being a specific subcase.,True,,
cause of death revealed,human,0,1,QIC-c-1,Absence of Omissions,qcet,stage4_llm,,none,-1,partial,completeness of critical information,"Focuses on including essential facts from input, though specific to death context.",True,,
chaotic scenes,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,partial,logical flow of content,"Chaotic implies poor content cohesion, aligning with coherence evaluation.",True,,
character attribute extraction,human,0,1,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,,none,-1,partial,accuracy of extracted attributes,Evaluates if attributes match target outputs despite extraction specificity.,True,,
chart types,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,visualization format types,"Refers to output features, not a quality criterion.",True,,
check-worthiness,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,input claim verification priority,"Evaluates input relevance, not NLG output quality.",True,,
choice/weak reasoning,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,logical error absence,Weak reasoning implies semantic flaws in content.,True,,
character presence,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,entity occurrence in output,"Describes content features, not a quality dimension.",True,,
character relation similarity,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,entity interaction parallels,Lacks frame of reference for QCET similarity metrics.,True,,
challenge level,llm,1,0,QOF-w-3,Complexity/Non-complexity (outputs as a whole),qcet,stage4_llm,,none,-1,partial,intrinsic output complexity,Challenge level relates to output complexity without external reference.,True,,
capture of main differentiator,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,content omission avoidance,Capturing differentiators means including key input content units.,True,,
care,human,0,1,QEF-w-11,Empathy / Emotional Appropriateness,qcet,stage4_llm,,none,-1,partial,emotionally appropriate responses,Care implies empathetic alignment with user emotions.,True,,
case error,human,0,1,QOC-f-2,Spelling Accuracy,qcet,stage4_llm,QOC-f-2,partial,-1,partial,spelling error minimization,Case errors are a specific subtype of spelling errors.,True,,
causal relationship correctness,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,real-world factual accuracy,Causal correctness is a specific factual truth aspect.,True,,
claim check-worthiness,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,task-specific importance metric,No QCET leaf captures task-specific claim importance for verification.,True,,
claim punctuation,llm,1,0,QOC-f-1,Grammaticality,qcet,stage4_llm,QOC-f-1,partial,-1,strong,correct punctuation usage,Punctuation errors fall under grammatical correctness.,True,,
claim structure,llm,1,0,QOG-c-3.1,Wellorderedness,qcet,stage4_llm,QOG-c-3.1,partial,-1,partial,logical content ordering,"Structure implies organization of ideas, aligning with orderedness.",True,,
clarity of intended relation type,human,0,1,QOG-w-5.1,Clarity,qcet,stage4_llm,QOG-w-5.1,partial,-1,strong,clear expression of relationships,Directly matches clarity in conveying semantic relations.,True,,
clarity of reasoning,human,0,1,QOG-w-5.1,Clarity,qcet,stage4_llm,QOG-w-5.1,partial,-1,strong,clear expression of logic,Reasoning clarity is a core aspect of output clarity.,True,,
clinically insignificant,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,,none,-1,partial,clinical task relevance,"Assesses output utility for medical contexts, aligning with task-specific usefulness.",True,,
clinically significant,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,,none,-1,partial,clinical task relevance,"Measures medical impact of outputs, relating to task-specific usefulness.",True,,
close vs. far analogy,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,analogical distance evaluation,Specific analogy assessment not covered by QCET taxonomy.,True,,
closed-set,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,task constraint descriptor,"Describes output constraints, not a quality criterion.",True,,
closest option determination,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage4_llm,,none,-1,strong,accuracy in selection,Directly matches correctness in choosing optimal outputs.,True,,
co-reference resolution,llm,1,0,QOG-c-3.2,Cohesiveness,qcet,stage4_llm,,none,-1,strong,linking content elements,Directly measures how well references are resolved for cohesive text.,True,,
code clarity and documentation,llm,1,0,QOG-w-5.1,Clarity,qcet,stage4_llm,,none,-1,partial,output clarity,Clarity covers code/documentation but QCET leaf is broader.,True,,
code readability,llm,1,0,QOG-w-2,Readability,qcet,stage4_llm,,none,-1,strong,ease of reading output,Readability is a direct synonym for code readability.,True,,
code-only output,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,output type specification,"Describes output format, not a quality criterion.",True,,
code-switching ability,human,0,1,QIF-f-2,Control over Style,qcet,stage4_llm,,none,-1,partial,style control in outputs,Code-switching is a specific style control aspect.,True,,
coding style similarity,human,0,1,QEF-f-1,Similarity/Dissimilarity to Non-target Reference (form),qcet,stage4_llm,QEF-f-1,partial,-1,strong,form similarity to reference,Coding style measures form alignment with non-target references like style guides.,True,,
cognitive correctness,llm,1,0,QOC-c-1,Semantic Correctness,qcet,stage4_llm,,none,-1,partial,semantic errors in output,Cognitive correctness relates to meaning accuracy but is broader than semantic errors.,True,,
cognitive effort,human,0,1,QOG-w-5.1.1,Speed of Understanding,qcet,stage4_llm,QOG-w-5.1.1,partial,-1,strong,speed of understanding output,Cognitive effort directly corresponds to comprehension speed.,True,,
cluster assignment correctness,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage4_llm,QTC-w-1,partial,-1,strong,accuracy of class assignments,Cluster assignment is a classification task matching target outputs.,True,,
cluster matching,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage4_llm,QTC-w-1,partial,-1,strong,accuracy of class assignments,Matching clusters aligns with classification against target outputs.,True,,
cluster membership identification,human,0,1,QTC-w-1,Classification Accuracy,qcet,stage4_llm,QTC-w-1,partial,-1,strong,cluster assignment accuracy,Directly matches classification accuracy relative to target clusters.,True,,
cluster relatedness,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,inter-cluster similarity measure,No QCET leaf fits; likely an automatic metric or task-specific criterion.,True,,
co-reference,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,QTC-w-6,partial,-1,partial,coreference resolution metric,Refers to a task-specific automatic evaluation metric.,True,,
clear explanation,human,0,1,QOG-w-5.1,Clarity,qcet,stage4_llm,QOG-w-5.1,partial,-1,strong,output clarity,Direct synonym for clarity of generated explanations.,True,,
clearness of theme,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,partial,thematic logical flow,Thematic clarity is a specific aspect of content coherence.,True,,
clinical alignment,human,0,1,QEC-c-2,Relative Factual Accuracy,qcet,stage4_llm,,none,-1,partial,conformance to clinical standards,Aligns with factual correctness relative to clinical guidelines as an external source.,True,,
color fidelity,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,accuracy of color reproduction,"Specific to multimodal contexts, not covered by QCET text-focused leaves.",True,,
comfort (human),human,0,1,QEG-w-6,User Satisfaction as Affected by Outputs,qcet,stage4_llm,QEG-w-6,partial,-1,partial,user comfort from outputs,Comfort contributes to satisfaction but is narrower in scope.,True,,
comfort (machine),human,0,1,QEG-w-8,Performance of an Embedding/Downstream System/Component,qcet,stage4_llm,,none,-1,partial,machine processing ease,Relates to how outputs affect downstream system efficiency.,True,,
coherent diversity,human,0,1,QOF-w-1,Diversity/Non-diversity (outputs as a whole),qcet,stage4_llm,,none,-1,partial,diverse yet coherent outputs,Emphasizes diversity but implies coherence as a constraint.,True,,
collectivism,llm,1,0,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage4_llm,,none,-1,partial,projection of cultural traits,Collectivism relates to detectable cultural traits in outputs.,True,,
collision avoidance,human,0,1,QOG-c-4,Internal Consistency of Outputs,qcet,stage4_llm,QOG-c-4,partial,-1,partial,logical consistency in content,Avoids contradictory elements like conflicting spatial claims.,True,,
collocation and register oversight,llm,1,0,QEC-f-1,Adherence to Style Guide,qcet,stage4_llm,,none,-1,strong,correct word pairings and formality,Directly matches style rules for lexical and register accuracy.,True,,
cognitive state labeling,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage4_llm,,none,-1,partial,accuracy of mental state tags,Assesses correct labeling against target categories.,True,,
coherence with commonsense,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,strong,alignment with real-world knowledge,Commonsense violations are factual untruths.,True,,
command-following ability,llm,1,0,QIG-f-1,Appropriateness of System Response Type,qcet,stage4_llm,QIG-w-2,partial,-1,partial,response type appropriateness,Command-following relates to output type alignment with input instructions.,True,,
comment,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,extraction noise,Single-word fragment lacks criterion meaning.,True,,
commented context,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,extraction noise,Phrase is incoherent as a quality criterion.,True,,
commenting support,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,ambiguous task support,Vague term not mapping to QCET dimensions.,True,,
commonsense validity,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,real-world truthfulness,Commonsense validity is a subset of factual truth.,True,,
